year,level,geoid,name,county,race,measure,estimate
2010,3_towns,0900304300,Berlin,NA,total_pop,pop_change_from_prev_data_year,1651
2010,3_towns,0900304300,Berlin,NA,latino,pop_change_from_prev_data_year,378
2010,3_towns,0900304300,Berlin,NA,white,pop_change_from_prev_data_year,934
2010,3_towns,0900304300,Berlin,NA,black,pop_change_from_prev_data_year,65
2010,3_towns,0900304300,Berlin,NA,asian,pop_change_from_prev_data_year,227
2010,3_towns,0900304300,Berlin,NA,other_race,pop_change_from_prev_data_year,47
2011,3_towns,0900304300,Berlin,Hartford County,total_pop,pop_change_from_prev_data_year,0
2011,3_towns,0900304300,Berlin,Hartford County,latino,pop_change_from_prev_data_year,0
2011,3_towns,0900304300,Berlin,Hartford County,white,pop_change_from_prev_data_year,0
2011,3_towns,0900304300,Berlin,Hartford County,black,pop_change_from_prev_data_year,0
2011,3_towns,0900304300,Berlin,Hartford County,asian,pop_change_from_prev_data_year,0
2011,3_towns,0900304300,Berlin,Hartford County,other_race,pop_change_from_prev_data_year,0
2012,3_towns,0900304300,Berlin,Hartford County,total_pop,pop_change_from_prev_data_year,280
2012,3_towns,0900304300,Berlin,Hartford County,latino,pop_change_from_prev_data_year,118
2012,3_towns,0900304300,Berlin,Hartford County,white,pop_change_from_prev_data_year,-194
2012,3_towns,0900304300,Berlin,Hartford County,black,pop_change_from_prev_data_year,55
2012,3_towns,0900304300,Berlin,Hartford County,asian,pop_change_from_prev_data_year,249
2012,3_towns,0900304300,Berlin,Hartford County,other_race,pop_change_from_prev_data_year,52
2013,3_towns,0900304300,Berlin,Hartford County,total_pop,pop_change_from_prev_data_year,205
2013,3_towns,0900304300,Berlin,Hartford County,latino,pop_change_from_prev_data_year,-257
2013,3_towns,0900304300,Berlin,Hartford County,white,pop_change_from_prev_data_year,427
2013,3_towns,0900304300,Berlin,Hartford County,black,pop_change_from_prev_data_year,-5
2013,3_towns,0900304300,Berlin,Hartford County,asian,pop_change_from_prev_data_year,96
2013,3_towns,0900304300,Berlin,Hartford County,other_race,pop_change_from_prev_data_year,-56
2014,3_towns,0900304300,Berlin,Hartford County,total_pop,pop_change_from_prev_data_year,173
2014,3_towns,0900304300,Berlin,Hartford County,latino,pop_change_from_prev_data_year,182
2014,3_towns,0900304300,Berlin,Hartford County,white,pop_change_from_prev_data_year,342
2014,3_towns,0900304300,Berlin,Hartford County,black,pop_change_from_prev_data_year,-73
2014,3_towns,0900304300,Berlin,Hartford County,asian,pop_change_from_prev_data_year,-183
2014,3_towns,0900304300,Berlin,Hartford County,other_race,pop_change_from_prev_data_year,-95
2015,3_towns,0900304300,Berlin,Hartford County,total_pop,pop_change_from_prev_data_year,134
2015,3_towns,0900304300,Berlin,Hartford County,latino,pop_change_from_prev_data_year,286
2015,3_towns,0900304300,Berlin,Hartford County,white,pop_change_from_prev_data_year,-79
2015,3_towns,0900304300,Berlin,Hartford County,black,pop_change_from_prev_data_year,-63
2015,3_towns,0900304300,Berlin,Hartford County,asian,pop_change_from_prev_data_year,2
2015,3_towns,0900304300,Berlin,Hartford County,other_race,pop_change_from_prev_data_year,-12
2016,3_towns,0900304300,Berlin,Hartford County,total_pop,pop_change_from_prev_data_year,43
2016,3_towns,0900304300,Berlin,Hartford County,latino,pop_change_from_prev_data_year,191
2016,3_towns,0900304300,Berlin,Hartford County,white,pop_change_from_prev_data_year,-29
2016,3_towns,0900304300,Berlin,Hartford County,black,pop_change_from_prev_data_year,19
2016,3_towns,0900304300,Berlin,Hartford County,asian,pop_change_from_prev_data_year,-190
2016,3_towns,0900304300,Berlin,Hartford County,other_race,pop_change_from_prev_data_year,52
2017,3_towns,0900304300,Berlin,Hartford County,total_pop,pop_change_from_prev_data_year,55
2017,3_towns,0900304300,Berlin,Hartford County,latino,pop_change_from_prev_data_year,-16
2017,3_towns,0900304300,Berlin,Hartford County,white,pop_change_from_prev_data_year,93
2017,3_towns,0900304300,Berlin,Hartford County,black,pop_change_from_prev_data_year,41
2017,3_towns,0900304300,Berlin,Hartford County,asian,pop_change_from_prev_data_year,-99
2017,3_towns,0900304300,Berlin,Hartford County,other_race,pop_change_from_prev_data_year,36
2018,3_towns,0900304300,Berlin,Hartford County,total_pop,pop_change_from_prev_data_year,-65
2018,3_towns,0900304300,Berlin,Hartford County,latino,pop_change_from_prev_data_year,-55
2018,3_towns,0900304300,Berlin,Hartford County,white,pop_change_from_prev_data_year,-154
2018,3_towns,0900304300,Berlin,Hartford County,black,pop_change_from_prev_data_year,27
2018,3_towns,0900304300,Berlin,Hartford County,asian,pop_change_from_prev_data_year,64
2018,3_towns,0900304300,Berlin,Hartford County,other_race,pop_change_from_prev_data_year,53
2000,3_towns,0900305910,Bloomfield,NA,total_pop,pop_change_from_prev_data_year,0
2000,3_towns,0900305910,Bloomfield,NA,latino,pop_change_from_prev_data_year,0
2000,3_towns,0900305910,Bloomfield,NA,white,pop_change_from_prev_data_year,0
2000,3_towns,0900305910,Bloomfield,NA,black,pop_change_from_prev_data_year,0
2000,3_towns,0900305910,Bloomfield,NA,asian,pop_change_from_prev_data_year,0
2000,3_towns,0900305910,Bloomfield,NA,other_race,pop_change_from_prev_data_year,0
2010,3_towns,0900305910,Bloomfield,NA,total_pop,pop_change_from_prev_data_year,899
2010,3_towns,0900305910,Bloomfield,NA,latino,pop_change_from_prev_data_year,431
2010,3_towns,0900305910,Bloomfield,NA,white,pop_change_from_prev_data_year,-736
2010,3_towns,0900305910,Bloomfield,NA,black,pop_change_from_prev_data_year,1073
2010,3_towns,0900305910,Bloomfield,NA,asian,pop_change_from_prev_data_year,132
2010,3_towns,0900305910,Bloomfield,NA,other_race,pop_change_from_prev_data_year,-1
2011,3_towns,0900305910,Bloomfield,Hartford County,total_pop,pop_change_from_prev_data_year,0
2011,3_towns,0900305910,Bloomfield,Hartford County,latino,pop_change_from_prev_data_year,0
2011,3_towns,0900305910,Bloomfield,Hartford County,white,pop_change_from_prev_data_year,0
2011,3_towns,0900305910,Bloomfield,Hartford County,black,pop_change_from_prev_data_year,0
2011,3_towns,0900305910,Bloomfield,Hartford County,asian,pop_change_from_prev_data_year,0
2011,3_towns,0900305910,Bloomfield,Hartford County,other_race,pop_change_from_prev_data_year,0
2012,3_towns,0900305910,Bloomfield,Hartford County,total_pop,pop_change_from_prev_data_year,64
2012,3_towns,0900305910,Bloomfield,Hartford County,latino,pop_change_from_prev_data_year,157
2012,3_towns,0900305910,Bloomfield,Hartford County,white,pop_change_from_prev_data_year,160
2012,3_towns,0900305910,Bloomfield,Hartford County,black,pop_change_from_prev_data_year,-65
2012,3_towns,0900305910,Bloomfield,Hartford County,asian,pop_change_from_prev_data_year,-18
2012,3_towns,0900305910,Bloomfield,Hartford County,other_race,pop_change_from_prev_data_year,-170
2013,3_towns,0900305910,Bloomfield,Hartford County,total_pop,pop_change_from_prev_data_year,92
2013,3_towns,0900305910,Bloomfield,Hartford County,latino,pop_change_from_prev_data_year,-86
2013,3_towns,0900305910,Bloomfield,Hartford County,white,pop_change_from_prev_data_year,123
2013,3_towns,0900305910,Bloomfield,Hartford County,black,pop_change_from_prev_data_year,-179
2013,3_towns,0900305910,Bloomfield,Hartford County,asian,pop_change_from_prev_data_year,69
2013,3_towns,0900305910,Bloomfield,Hartford County,other_race,pop_change_from_prev_data_year,165
2014,3_towns,0900305910,Bloomfield,Hartford County,total_pop,pop_change_from_prev_data_year,64
2014,3_towns,0900305910,Bloomfield,Hartford County,latino,pop_change_from_prev_data_year,257
2014,3_towns,0900305910,Bloomfield,Hartford County,white,pop_change_from_prev_data_year,-544
2014,3_towns,0900305910,Bloomfield,Hartford County,black,pop_change_from_prev_data_year,256
2014,3_towns,0900305910,Bloomfield,Hartford County,asian,pop_change_from_prev_data_year,50
2014,3_towns,0900305910,Bloomfield,Hartford County,other_race,pop_change_from_prev_data_year,45
2015,3_towns,0900305910,Bloomfield,Hartford County,total_pop,pop_change_from_prev_data_year,53
2015,3_towns,0900305910,Bloomfield,Hartford County,latino,pop_change_from_prev_data_year,-85
2015,3_towns,0900305910,Bloomfield,Hartford County,white,pop_change_from_prev_data_year,-362
2015,3_towns,0900305910,Bloomfield,Hartford County,black,pop_change_from_prev_data_year,600
2015,3_towns,0900305910,Bloomfield,Hartford County,asian,pop_change_from_prev_data_year,19
2015,3_towns,0900305910,Bloomfield,Hartford County,other_race,pop_change_from_prev_data_year,-119
2016,3_towns,0900305910,Bloomfield,Hartford County,total_pop,pop_change_from_prev_data_year,8
2016,3_towns,0900305910,Bloomfield,Hartford County,latino,pop_change_from_prev_data_year,94
2016,3_towns,0900305910,Bloomfield,Hartford County,white,pop_change_from_prev_data_year,27
2016,3_towns,0900305910,Bloomfield,Hartford County,black,pop_change_from_prev_data_year,-54
2016,3_towns,0900305910,Bloomfield,Hartford County,asian,pop_change_from_prev_data_year,-60
2016,3_towns,0900305910,Bloomfield,Hartford County,other_race,pop_change_from_prev_data_year,1
2017,3_towns,0900305910,Bloomfield,Hartford County,total_pop,pop_change_from_prev_data_year,161
2017,3_towns,0900305910,Bloomfield,Hartford County,latino,pop_change_from_prev_data_year,-10
2017,3_towns,0900305910,Bloomfield,Hartford County,white,pop_change_from_prev_data_year,-252
2017,3_towns,0900305910,Bloomfield,Hartford County,black,pop_change_from_prev_data_year,380
2017,3_towns,0900305910,Bloomfield,Hartford County,asian,pop_change_from_prev_data_year,-13
2017,3_towns,0900305910,Bloomfield,Hartford County,other_race,pop_change_from_prev_data_year,56
2018,3_towns,0900305910,Bloomfield,Hartford County,total_pop,pop_change_from_prev_data_year,104
2018,3_towns,0900305910,Bloomfield,Hartford County,latino,pop_change_from_prev_data_year,556
2018,3_towns,0900305910,Bloomfield,Hartford County,white,pop_change_from_prev_data_year,-216
2018,3_towns,0900305910,Bloomfield,Hartford County,black,pop_change_from_prev_data_year,-256
2018,3_towns,0900305910,Bloomfield,Hartford County,asian,pop_change_from_prev_data_year,219
2018,3_towns,0900305910,Bloomfield,Hartford County,other_race,pop_change_from_prev_data_year,-199
2000,3_towns,0900308490,Bristol,NA,total_pop,pop_change_from_prev_data_year,0
2000,3_towns,0900308490,Bristol,NA,latino,pop_change_from_prev_data_year,0
2000,3_towns,0900308490,Bristol,NA,white,pop_change_from_prev_data_year,0
2000,3_towns,0900308490,Bristol,NA,black,pop_change_from_prev_data_year,0
2000,3_towns,0900308490,Bristol,NA,asian,pop_change_from_prev_data_year,0
2000,3_towns,0900308490,Bristol,NA,other_race,pop_change_from_prev_data_year,0
2010,3_towns,0900308490,Bristol,NA,total_pop,pop_change_from_prev_data_year,415
2010,3_towns,0900308490,Bristol,NA,latino,pop_change_from_prev_data_year,2663
2010,3_towns,0900308490,Bristol,NA,white,pop_change_from_prev_data_year,-3416
2010,3_towns,0900308490,Bristol,NA,black,pop_change_from_prev_data_year,582
2010,3_towns,0900308490,Bristol,NA,asian,pop_change_from_prev_data_year,276
2010,3_towns,0900308490,Bristol,NA,other_race,pop_change_from_prev_data_year,310
2011,3_towns,0900308490,Bristol,Hartford County,total_pop,pop_change_from_prev_data_year,0
2011,3_towns,0900308490,Bristol,Hartford County,latino,pop_change_from_prev_data_year,0
2011,3_towns,0900308490,Bristol,Hartford County,white,pop_change_from_prev_data_year,0
2011,3_towns,0900308490,Bristol,Hartford County,black,pop_change_from_prev_data_year,0
2011,3_towns,0900308490,Bristol,Hartford County,asian,pop_change_from_prev_data_year,0
2011,3_towns,0900308490,Bristol,Hartford County,other_race,pop_change_from_prev_data_year,0
2012,3_towns,0900308490,Bristol,Hartford County,total_pop,pop_change_from_prev_data_year,29
2012,3_towns,0900308490,Bristol,Hartford County,latino,pop_change_from_prev_data_year,10
2012,3_towns,0900308490,Bristol,Hartford County,white,pop_change_from_prev_data_year,-264
2012,3_towns,0900308490,Bristol,Hartford County,black,pop_change_from_prev_data_year,123
2012,3_towns,0900308490,Bristol,Hartford County,asian,pop_change_from_prev_data_year,12
2012,3_towns,0900308490,Bristol,Hartford County,other_race,pop_change_from_prev_data_year,148
2013,3_towns,0900308490,Bristol,Hartford County,total_pop,pop_change_from_prev_data_year,34
2013,3_towns,0900308490,Bristol,Hartford County,latino,pop_change_from_prev_data_year,757
2013,3_towns,0900308490,Bristol,Hartford County,white,pop_change_from_prev_data_year,-396
2013,3_towns,0900308490,Bristol,Hartford County,black,pop_change_from_prev_data_year,-371
2013,3_towns,0900308490,Bristol,Hartford County,asian,pop_change_from_prev_data_year,-207
2013,3_towns,0900308490,Bristol,Hartford County,other_race,pop_change_from_prev_data_year,251
2014,3_towns,0900308490,Bristol,Hartford County,total_pop,pop_change_from_prev_data_year,20
2014,3_towns,0900308490,Bristol,Hartford County,latino,pop_change_from_prev_data_year,-13
2014,3_towns,0900308490,Bristol,Hartford County,white,pop_change_from_prev_data_year,-242
2014,3_towns,0900308490,Bristol,Hartford County,black,pop_change_from_prev_data_year,-37
2014,3_towns,0900308490,Bristol,Hartford County,asian,pop_change_from_prev_data_year,250
2014,3_towns,0900308490,Bristol,Hartford County,other_race,pop_change_from_prev_data_year,62
2015,3_towns,0900308490,Bristol,Hartford County,total_pop,pop_change_from_prev_data_year,-2
2015,3_towns,0900308490,Bristol,Hartford County,latino,pop_change_from_prev_data_year,1035
2015,3_towns,0900308490,Bristol,Hartford County,white,pop_change_from_prev_data_year,-1298
2015,3_towns,0900308490,Bristol,Hartford County,black,pop_change_from_prev_data_year,135
2015,3_towns,0900308490,Bristol,Hartford County,asian,pop_change_from_prev_data_year,-21
2015,3_towns,0900308490,Bristol,Hartford County,other_race,pop_change_from_prev_data_year,147
2016,3_towns,0900308490,Bristol,Hartford County,total_pop,pop_change_from_prev_data_year,-117
2016,3_towns,0900308490,Bristol,Hartford County,latino,pop_change_from_prev_data_year,669
2016,3_towns,0900308490,Bristol,Hartford County,white,pop_change_from_prev_data_year,-1096
2016,3_towns,0900308490,Bristol,Hartford County,black,pop_change_from_prev_data_year,124
2016,3_towns,0900308490,Bristol,Hartford County,asian,pop_change_from_prev_data_year,34
2016,3_towns,0900308490,Bristol,Hartford County,other_race,pop_change_from_prev_data_year,152
2017,3_towns,0900308490,Bristol,Hartford County,total_pop,pop_change_from_prev_data_year,61
2017,3_towns,0900308490,Bristol,Hartford County,latino,pop_change_from_prev_data_year,722
2017,3_towns,0900308490,Bristol,Hartford County,white,pop_change_from_prev_data_year,-909
2017,3_towns,0900308490,Bristol,Hartford County,black,pop_change_from_prev_data_year,522
2017,3_towns,0900308490,Bristol,Hartford County,asian,pop_change_from_prev_data_year,-96
2017,3_towns,0900308490,Bristol,Hartford County,other_race,pop_change_from_prev_data_year,-178
2018,3_towns,0900308490,Bristol,Hartford County,total_pop,pop_change_from_prev_data_year,-190
2018,3_towns,0900308490,Bristol,Hartford County,latino,pop_change_from_prev_data_year,1043
2018,3_towns,0900308490,Bristol,Hartford County,white,pop_change_from_prev_data_year,-1647
2018,3_towns,0900308490,Bristol,Hartford County,black,pop_change_from_prev_data_year,429
2018,3_towns,0900308490,Bristol,Hartford County,asian,pop_change_from_prev_data_year,68
2018,3_towns,0900308490,Bristol,Hartford County,other_race,pop_change_from_prev_data_year,-83
2000,3_towns,0900310100,Burlington,NA,total_pop,pop_change_from_prev_data_year,0
2000,3_towns,0900310100,Burlington,NA,latino,pop_change_from_prev_data_year,0
2000,3_towns,0900310100,Burlington,NA,white,pop_change_from_prev_data_year,0
2000,3_towns,0900310100,Burlington,NA,black,pop_change_from_prev_data_year,0
2000,3_towns,0900310100,Burlington,NA,asian,pop_change_from_prev_data_year,0
2000,3_towns,0900310100,Burlington,NA,other_race,pop_change_from_prev_data_year,0
2010,3_towns,0900310100,Burlington,NA,total_pop,pop_change_from_prev_data_year,1111
2010,3_towns,0900310100,Burlington,NA,latino,pop_change_from_prev_data_year,136
2010,3_towns,0900310100,Burlington,NA,white,pop_change_from_prev_data_year,882
2010,3_towns,0900310100,Burlington,NA,black,pop_change_from_prev_data_year,9
2010,3_towns,0900310100,Burlington,NA,asian,pop_change_from_prev_data_year,76
2010,3_towns,0900310100,Burlington,NA,other_race,pop_change_from_prev_data_year,8
2011,3_towns,0900310100,Burlington,Hartford County,total_pop,pop_change_from_prev_data_year,0
2011,3_towns,0900310100,Burlington,Hartford County,latino,pop_change_from_prev_data_year,0
2011,3_towns,0900310100,Burlington,Hartford County,white,pop_change_from_prev_data_year,0
2011,3_towns,0900310100,Burlington,Hartford County,black,pop_change_from_prev_data_year,0
2011,3_towns,0900310100,Burlington,Hartford County,asian,pop_change_from_prev_data_year,0
2011,3_towns,0900310100,Burlington,Hartford County,other_race,pop_change_from_prev_data_year,0
2012,3_towns,0900310100,Burlington,Hartford County,total_pop,pop_change_from_prev_data_year,102
2012,3_towns,0900310100,Burlington,Hartford County,latino,pop_change_from_prev_data_year,50
2012,3_towns,0900310100,Burlington,Hartford County,white,pop_change_from_prev_data_year,92
2012,3_towns,0900310100,Burlington,Hartford County,black,pop_change_from_prev_data_year,11
2012,3_towns,0900310100,Burlington,Hartford County,asian,pop_change_from_prev_data_year,-12
2012,3_towns,0900310100,Burlington,Hartford County,other_race,pop_change_from_prev_data_year,-39
2013,3_towns,0900310100,Burlington,Hartford County,total_pop,pop_change_from_prev_data_year,91
2013,3_towns,0900310100,Burlington,Hartford County,latino,pop_change_from_prev_data_year,11
2013,3_towns,0900310100,Burlington,Hartford County,white,pop_change_from_prev_data_year,-106
2013,3_towns,0900310100,Burlington,Hartford County,black,pop_change_from_prev_data_year,10
2013,3_towns,0900310100,Burlington,Hartford County,asian,pop_change_from_prev_data_year,143
2013,3_towns,0900310100,Burlington,Hartford County,other_race,pop_change_from_prev_data_year,33
2014,3_towns,0900310100,Burlington,Hartford County,total_pop,pop_change_from_prev_data_year,59
2014,3_towns,0900310100,Burlington,Hartford County,latino,pop_change_from_prev_data_year,-106
2014,3_towns,0900310100,Burlington,Hartford County,white,pop_change_from_prev_data_year,214
2014,3_towns,0900310100,Burlington,Hartford County,black,pop_change_from_prev_data_year,-25
2014,3_towns,0900310100,Burlington,Hartford County,asian,pop_change_from_prev_data_year,-22
2014,3_towns,0900310100,Burlington,Hartford County,other_race,pop_change_from_prev_data_year,-2
2015,3_towns,0900310100,Burlington,Hartford County,total_pop,pop_change_from_prev_data_year,56
2015,3_towns,0900310100,Burlington,Hartford County,latino,pop_change_from_prev_data_year,28
2015,3_towns,0900310100,Burlington,Hartford County,white,pop_change_from_prev_data_year,26
2015,3_towns,0900310100,Burlington,Hartford County,black,pop_change_from_prev_data_year,28
2015,3_towns,0900310100,Burlington,Hartford County,asian,pop_change_from_prev_data_year,-4
2015,3_towns,0900310100,Burlington,Hartford County,other_race,pop_change_from_prev_data_year,-22
2016,3_towns,0900310100,Burlington,Hartford County,total_pop,pop_change_from_prev_data_year,41
2016,3_towns,0900310100,Burlington,Hartford County,latino,pop_change_from_prev_data_year,17
2016,3_towns,0900310100,Burlington,Hartford County,white,pop_change_from_prev_data_year,33
2016,3_towns,0900310100,Burlington,Hartford County,black,pop_change_from_prev_data_year,-71
2016,3_towns,0900310100,Burlington,Hartford County,asian,pop_change_from_prev_data_year,44
2016,3_towns,0900310100,Burlington,Hartford County,other_race,pop_change_from_prev_data_year,18
2017,3_towns,0900310100,Burlington,Hartford County,total_pop,pop_change_from_prev_data_year,58
2017,3_towns,0900310100,Burlington,Hartford County,latino,pop_change_from_prev_data_year,50
2017,3_towns,0900310100,Burlington,Hartford County,white,pop_change_from_prev_data_year,-24
2017,3_towns,0900310100,Burlington,Hartford County,black,pop_change_from_prev_data_year,2
2017,3_towns,0900310100,Burlington,Hartford County,asian,pop_change_from_prev_data_year,19
2017,3_towns,0900310100,Burlington,Hartford County,other_race,pop_change_from_prev_data_year,11
2018,3_towns,0900310100,Burlington,Hartford County,total_pop,pop_change_from_prev_data_year,9
2018,3_towns,0900310100,Burlington,Hartford County,latino,pop_change_from_prev_data_year,-13
2018,3_towns,0900310100,Burlington,Hartford County,white,pop_change_from_prev_data_year,81
2018,3_towns,0900310100,Burlington,Hartford County,black,pop_change_from_prev_data_year,16
2018,3_towns,0900310100,Burlington,Hartford County,asian,pop_change_from_prev_data_year,-110
2018,3_towns,0900310100,Burlington,Hartford County,other_race,pop_change_from_prev_data_year,35
2000,3_towns,0900312270,Canton,NA,total_pop,pop_change_from_prev_data_year,0
2000,3_towns,0900312270,Canton,NA,latino,pop_change_from_prev_data_year,0
2000,3_towns,0900312270,Canton,NA,white,pop_change_from_prev_data_year,0
2000,3_towns,0900312270,Canton,NA,black,pop_change_from_prev_data_year,0
2000,3_towns,0900312270,Canton,NA,asian,pop_change_from_prev_data_year,0
2000,3_towns,0900312270,Canton,NA,other_race,pop_change_from_prev_data_year,0
2010,3_towns,0900312270,Canton,NA,total_pop,pop_change_from_prev_data_year,1452
2010,3_towns,0900312270,Canton,NA,latino,pop_change_from_prev_data_year,152
2010,3_towns,0900312270,Canton,NA,white,pop_change_from_prev_data_year,1157
2010,3_towns,0900312270,Canton,NA,black,pop_change_from_prev_data_year,38
2010,3_towns,0900312270,Canton,NA,asian,pop_change_from_prev_data_year,87
2010,3_towns,0900312270,Canton,NA,other_race,pop_change_from_prev_data_year,18
2011,3_towns,0900312270,Canton,Hartford County,total_pop,pop_change_from_prev_data_year,0
2011,3_towns,0900312270,Canton,Hartford County,latino,pop_change_from_prev_data_year,0
2011,3_towns,0900312270,Canton,Hartford County,white,pop_change_from_prev_data_year,0
2011,3_towns,0900312270,Canton,Hartford County,black,pop_change_from_prev_data_year,0
2011,3_towns,0900312270,Canton,Hartford County,asian,pop_change_from_prev_data_year,0
2011,3_towns,0900312270,Canton,Hartford County,other_race,pop_change_from_prev_data_year,0
2012,3_towns,0900312270,Canton,Hartford County,total_pop,pop_change_from_prev_data_year,104
2012,3_towns,0900312270,Canton,Hartford County,latino,pop_change_from_prev_data_year,-17
2012,3_towns,0900312270,Canton,Hartford County,white,pop_change_from_prev_data_year,151
2012,3_towns,0900312270,Canton,Hartford County,black,pop_change_from_prev_data_year,-4
2012,3_towns,0900312270,Canton,Hartford County,asian,pop_change_from_prev_data_year,-3
2012,3_towns,0900312270,Canton,Hartford County,other_race,pop_change_from_prev_data_year,-23
2013,3_towns,0900312270,Canton,Hartford County,total_pop,pop_change_from_prev_data_year,61
2013,3_towns,0900312270,Canton,Hartford County,latino,pop_change_from_prev_data_year,195
2013,3_towns,0900312270,Canton,Hartford County,white,pop_change_from_prev_data_year,-128
2013,3_towns,0900312270,Canton,Hartford County,black,pop_change_from_prev_data_year,41
2013,3_towns,0900312270,Canton,Hartford County,asian,pop_change_from_prev_data_year,1
2013,3_towns,0900312270,Canton,Hartford County,other_race,pop_change_from_prev_data_year,-48
2014,3_towns,0900312270,Canton,Hartford County,total_pop,pop_change_from_prev_data_year,30
2014,3_towns,0900312270,Canton,Hartford County,latino,pop_change_from_prev_data_year,181
2014,3_towns,0900312270,Canton,Hartford County,white,pop_change_from_prev_data_year,-244
2014,3_towns,0900312270,Canton,Hartford County,black,pop_change_from_prev_data_year,0
2014,3_towns,0900312270,Canton,Hartford County,asian,pop_change_from_prev_data_year,19
2014,3_towns,0900312270,Canton,Hartford County,other_race,pop_change_from_prev_data_year,74
2015,3_towns,0900312270,Canton,Hartford County,total_pop,pop_change_from_prev_data_year,2
2015,3_towns,0900312270,Canton,Hartford County,latino,pop_change_from_prev_data_year,-199
2015,3_towns,0900312270,Canton,Hartford County,white,pop_change_from_prev_data_year,-46
2015,3_towns,0900312270,Canton,Hartford County,black,pop_change_from_prev_data_year,40
2015,3_towns,0900312270,Canton,Hartford County,asian,pop_change_from_prev_data_year,185
2015,3_towns,0900312270,Canton,Hartford County,other_race,pop_change_from_prev_data_year,22
2016,3_towns,0900312270,Canton,Hartford County,total_pop,pop_change_from_prev_data_year,-17
2016,3_towns,0900312270,Canton,Hartford County,latino,pop_change_from_prev_data_year,142
2016,3_towns,0900312270,Canton,Hartford County,white,pop_change_from_prev_data_year,-204
2016,3_towns,0900312270,Canton,Hartford County,black,pop_change_from_prev_data_year,-3
2016,3_towns,0900312270,Canton,Hartford County,asian,pop_change_from_prev_data_year,48
2016,3_towns,0900312270,Canton,Hartford County,other_race,pop_change_from_prev_data_year,0
2017,3_towns,0900312270,Canton,Hartford County,total_pop,pop_change_from_prev_data_year,20
2017,3_towns,0900312270,Canton,Hartford County,latino,pop_change_from_prev_data_year,63
2017,3_towns,0900312270,Canton,Hartford County,white,pop_change_from_prev_data_year,-330
2017,3_towns,0900312270,Canton,Hartford County,black,pop_change_from_prev_data_year,121
2017,3_towns,0900312270,Canton,Hartford County,asian,pop_change_from_prev_data_year,125
2017,3_towns,0900312270,Canton,Hartford County,other_race,pop_change_from_prev_data_year,41
2018,3_towns,0900312270,Canton,Hartford County,total_pop,pop_change_from_prev_data_year,-33
2018,3_towns,0900312270,Canton,Hartford County,latino,pop_change_from_prev_data_year,-147
2018,3_towns,0900312270,Canton,Hartford County,white,pop_change_from_prev_data_year,3
2018,3_towns,0900312270,Canton,Hartford County,black,pop_change_from_prev_data_year,65
2018,3_towns,0900312270,Canton,Hartford County,asian,pop_change_from_prev_data_year,52
2018,3_towns,0900312270,Canton,Hartford County,other_race,pop_change_from_prev_data_year,-6
2000,3_towns,0900322070,East Granby,NA,total_pop,pop_change_from_prev_data_year,0
2000,3_towns,0900322070,East Granby,NA,latino,pop_change_from_prev_data_year,0
2000,3_towns,0900322070,East Granby,NA,white,pop_change_from_prev_data_year,0
2000,3_towns,0900322070,East Granby,NA,black,pop_change_from_prev_data_year,0
2000,3_towns,0900322070,East Granby,NA,asian,pop_change_from_prev_data_year,0
2000,3_towns,0900322070,East Granby,NA,other_race,pop_change_from_prev_data_year,0
2010,3_towns,0900322070,East Granby,NA,total_pop,pop_change_from_prev_data_year,403
2010,3_towns,0900322070,East Granby,NA,latino,pop_change_from_prev_data_year,99
2010,3_towns,0900322070,East Granby,NA,white,pop_change_from_prev_data_year,117
2010,3_towns,0900322070,East Granby,NA,black,pop_change_from_prev_data_year,45
2010,3_towns,0900322070,East Granby,NA,asian,pop_change_from_prev_data_year,80
2010,3_towns,0900322070,East Granby,NA,other_race,pop_change_from_prev_data_year,62
2011,3_towns,0900322070,East Granby,Hartford County,total_pop,pop_change_from_prev_data_year,0
2011,3_towns,0900322070,East Granby,Hartford County,latino,pop_change_from_prev_data_year,0
2011,3_towns,0900322070,East Granby,Hartford County,white,pop_change_from_prev_data_year,0
2011,3_towns,0900322070,East Granby,Hartford County,black,pop_change_from_prev_data_year,0
2011,3_towns,0900322070,East Granby,Hartford County,asian,pop_change_from_prev_data_year,0
2011,3_towns,0900322070,East Granby,Hartford County,other_race,pop_change_from_prev_data_year,0
2012,3_towns,0900322070,East Granby,Hartford County,total_pop,pop_change_from_prev_data_year,0
2012,3_towns,0900322070,East Granby,Hartford County,latino,pop_change_from_prev_data_year,-22
2012,3_towns,0900322070,East Granby,Hartford County,white,pop_change_from_prev_data_year,-100
2012,3_towns,0900322070,East Granby,Hartford County,black,pop_change_from_prev_data_year,174
2012,3_towns,0900322070,East Granby,Hartford County,asian,pop_change_from_prev_data_year,-65
2012,3_towns,0900322070,East Granby,Hartford County,other_race,pop_change_from_prev_data_year,13
2013,3_towns,0900322070,East Granby,Hartford County,total_pop,pop_change_from_prev_data_year,-19
2013,3_towns,0900322070,East Granby,Hartford County,latino,pop_change_from_prev_data_year,-35
2013,3_towns,0900322070,East Granby,Hartford County,white,pop_change_from_prev_data_year,161
2013,3_towns,0900322070,East Granby,Hartford County,black,pop_change_from_prev_data_year,9
2013,3_towns,0900322070,East Granby,Hartford County,asian,pop_change_from_prev_data_year,-154
2013,3_towns,0900322070,East Granby,Hartford County,other_race,pop_change_from_prev_data_year,0
