level,geoid,name,year,county,var,estimate,moe,share,sharemoe
3_towns,0901378250,Vernon,2014,Tolland County,white,23883,550,0.819,0.019
3_towns,0901378250,Vernon,2014,Tolland County,black,1323,294,0.045,0.01
3_towns,0901378250,Vernon,2014,Tolland County,asian,1028,307,0.035,0.011
3_towns,0901378250,Vernon,2014,Tolland County,other_race,773,257,0.027,0.009
3_towns,0901378250,Vernon,2015,Tolland County,total_pop,29114,33,NA,NA
3_towns,0901378250,Vernon,2015,Tolland County,latino,2425,419,0.083,0.014
3_towns,0901378250,Vernon,2015,Tolland County,white,23326,602,0.801,0.021
3_towns,0901378250,Vernon,2015,Tolland County,black,1605,409,0.055,0.014
3_towns,0901378250,Vernon,2015,Tolland County,asian,925,247,0.032,0.008
3_towns,0901378250,Vernon,2015,Tolland County,other_race,833,323,0.029,0.011
3_towns,0901378250,Vernon,2016,Tolland County,total_pop,29140,40,NA,NA
3_towns,0901378250,Vernon,2016,Tolland County,latino,2200,396,0.075,0.014
3_towns,0901378250,Vernon,2016,Tolland County,white,23375,567,0.802,0.019
3_towns,0901378250,Vernon,2016,Tolland County,black,1496,341,0.051,0.012
3_towns,0901378250,Vernon,2016,Tolland County,asian,1372,318,0.047,0.011
3_towns,0901378250,Vernon,2016,Tolland County,other_race,697,300,0.024,0.01
3_towns,0901378250,Vernon,2017,Tolland County,total_pop,29182,31,NA,NA
3_towns,0901378250,Vernon,2017,Tolland County,latino,2492,463,0.085,0.016
3_towns,0901378250,Vernon,2017,Tolland County,white,22574,666,0.774,0.023
3_towns,0901378250,Vernon,2017,Tolland County,black,1659,408,0.057,0.014
3_towns,0901378250,Vernon,2017,Tolland County,asian,1502,405,0.051,0.014
3_towns,0901378250,Vernon,2017,Tolland County,other_race,955,338,0.033,0.012
3_towns,0901378250,Vernon,2018,Tolland County,total_pop,29157,69,NA,NA
3_towns,0901378250,Vernon,2018,Tolland County,latino,2617,460,0.09,0.016
3_towns,0901378250,Vernon,2018,Tolland County,white,21922,596,0.752,0.02
3_towns,0901378250,Vernon,2018,Tolland County,black,1765,342,0.061,0.012
3_towns,0901378250,Vernon,2018,Tolland County,asian,1974,357,0.068,0.012
3_towns,0901378250,Vernon,2018,Tolland County,other_race,879,296,0.03,0.01
3_towns,0901385950,Willington,2000,NA,total_pop,5959,0,NA,NA
3_towns,0901385950,Willington,2000,NA,latino,108,0,0.018,NA
3_towns,0901385950,Willington,2000,NA,white,5531,0,0.928,NA
3_towns,0901385950,Willington,2000,NA,black,54,0,0.009,NA
3_towns,0901385950,Willington,2000,NA,asian,180,0,0.03,NA
3_towns,0901385950,Willington,2000,NA,other_race,86,0,0.014,NA
3_towns,0901385950,Willington,2010,NA,total_pop,6041,0,NA,NA
3_towns,0901385950,Willington,2010,NA,latino,206,0,0.034,NA
3_towns,0901385950,Willington,2010,NA,white,5503,0,0.911,NA
3_towns,0901385950,Willington,2010,NA,black,43,0,0.007,NA
3_towns,0901385950,Willington,2010,NA,asian,199,0,0.033,NA
3_towns,0901385950,Willington,2010,NA,other_race,90,0,0.015,NA
3_towns,0901385950,Willington,2011,Tolland County,total_pop,6070,40,NA,NA
3_towns,0901385950,Willington,2011,Tolland County,latino,144,109,0.024,0.018
3_towns,0901385950,Willington,2011,Tolland County,white,5655,267,0.932,0.044
3_towns,0901385950,Willington,2011,Tolland County,black,48,62,0.008,0.01
3_towns,0901385950,Willington,2011,Tolland County,asian,4,6,0.001,0.001
3_towns,0901385950,Willington,2011,Tolland County,other_race,219,226,0.036,0.037
3_towns,0901385950,Willington,2012,Tolland County,total_pop,6042,19,NA,NA
3_towns,0901385950,Willington,2012,Tolland County,latino,126,82,0.021,0.014
3_towns,0901385950,Willington,2012,Tolland County,white,5675,204,0.939,0.034
3_towns,0901385950,Willington,2012,Tolland County,black,61,80,0.01,0.013
3_towns,0901385950,Willington,2012,Tolland County,asian,14,22,0.002,0.004
3_towns,0901385950,Willington,2012,Tolland County,other_race,166,135,0.027,0.022
3_towns,0901385950,Willington,2013,Tolland County,total_pop,6018,16,NA,NA
3_towns,0901385950,Willington,2013,Tolland County,latino,97,75,0.016,0.012
3_towns,0901385950,Willington,2013,Tolland County,white,5721,162,0.951,0.027
3_towns,0901385950,Willington,2013,Tolland County,black,0,17,0,0.003
3_towns,0901385950,Willington,2013,Tolland County,asian,73,77,0.012,0.013
3_towns,0901385950,Willington,2013,Tolland County,other_race,127,121,0.021,0.02
3_towns,0901385950,Willington,2014,Tolland County,total_pop,5994,21,NA,NA
3_towns,0901385950,Willington,2014,Tolland County,latino,356,322,0.059,0.054
3_towns,0901385950,Willington,2014,Tolland County,white,5387,347,0.899,0.058
3_towns,0901385950,Willington,2014,Tolland County,black,0,17,0,0.003
3_towns,0901385950,Willington,2014,Tolland County,asian,90,66,0.015,0.011
3_towns,0901385950,Willington,2014,Tolland County,other_race,161,149,0.027,0.025
3_towns,0901385950,Willington,2015,Tolland County,total_pop,5961,22,NA,NA
3_towns,0901385950,Willington,2015,Tolland County,latino,322,317,0.054,0.053
3_towns,0901385950,Willington,2015,Tolland County,white,5407,339,0.907,0.057
3_towns,0901385950,Willington,2015,Tolland County,black,0,17,0,0.003
3_towns,0901385950,Willington,2015,Tolland County,asian,153,77,0.026,0.013
3_towns,0901385950,Willington,2015,Tolland County,other_race,79,85,0.013,0.014
3_towns,0901385950,Willington,2016,Tolland County,total_pop,5927,45,NA,NA
3_towns,0901385950,Willington,2016,Tolland County,latino,372,289,0.063,0.049
3_towns,0901385950,Willington,2016,Tolland County,white,5170,334,0.872,0.056
3_towns,0901385950,Willington,2016,Tolland County,black,32,37,0.005,0.006
3_towns,0901385950,Willington,2016,Tolland County,asian,236,133,0.04,0.022
3_towns,0901385950,Willington,2016,Tolland County,other_race,117,84,0.02,0.014
3_towns,0901385950,Willington,2017,Tolland County,total_pop,5916,45,NA,NA
3_towns,0901385950,Willington,2017,Tolland County,latino,310,278,0.052,0.047
3_towns,0901385950,Willington,2017,Tolland County,white,5152,328,0.871,0.055
3_towns,0901385950,Willington,2017,Tolland County,black,33,41,0.006,0.007
3_towns,0901385950,Willington,2017,Tolland County,asian,333,155,0.056,0.026
3_towns,0901385950,Willington,2017,Tolland County,other_race,88,77,0.015,0.013
3_towns,0901385950,Willington,2018,Tolland County,total_pop,5912,22,NA,NA
3_towns,0901385950,Willington,2018,Tolland County,latino,425,343,0.072,0.058
3_towns,0901385950,Willington,2018,Tolland County,white,4962,401,0.839,0.068
3_towns,0901385950,Willington,2018,Tolland County,black,32,40,0.005,0.007
3_towns,0901385950,Willington,2018,Tolland County,asian,364,183,0.062,0.031
3_towns,0901385950,Willington,2018,Tolland County,other_race,129,82,0.022,0.014
3_towns,0901501430,Ashford,2000,NA,total_pop,4098,0,NA,NA
3_towns,0901501430,Ashford,2000,NA,latino,82,0,0.02,NA
3_towns,0901501430,Ashford,2000,NA,white,3860,0,0.942,NA
3_towns,0901501430,Ashford,2000,NA,black,36,0,0.009,NA
3_towns,0901501430,Ashford,2000,NA,asian,42,0,0.01,NA
3_towns,0901501430,Ashford,2000,NA,other_race,78,0,0.019,NA
3_towns,0901501430,Ashford,2010,NA,total_pop,4317,0,NA,NA
3_towns,0901501430,Ashford,2010,NA,latino,152,0,0.035,NA
3_towns,0901501430,Ashford,2010,NA,white,3977,0,0.921,NA
3_towns,0901501430,Ashford,2010,NA,black,43,0,0.01,NA
3_towns,0901501430,Ashford,2010,NA,asian,57,0,0.013,NA
3_towns,0901501430,Ashford,2010,NA,other_race,88,0,0.02,NA
3_towns,0901501430,Ashford,2011,Windham County,total_pop,4309,26,NA,NA
3_towns,0901501430,Ashford,2011,Windham County,latino,375,348,0.087,0.081
3_towns,0901501430,Ashford,2011,Windham County,white,3736,332,0.867,0.077
3_towns,0901501430,Ashford,2011,Windham County,black,49,58,0.011,0.013
3_towns,0901501430,Ashford,2011,Windham County,asian,15,23,0.003,0.005
3_towns,0901501430,Ashford,2011,Windham County,other_race,134,157,0.031,0.036
3_towns,0901501430,Ashford,2012,Windham County,total_pop,4306,19,NA,NA
3_towns,0901501430,Ashford,2012,Windham County,latino,398,352,0.092,0.082
3_towns,0901501430,Ashford,2012,Windham County,white,3747,326,0.87,0.076
3_towns,0901501430,Ashford,2012,Windham County,black,42,54,0.01,0.013
3_towns,0901501430,Ashford,2012,Windham County,asian,13,16,0.003,0.004
3_towns,0901501430,Ashford,2012,Windham County,other_race,106,78,0.025,0.018
3_towns,0901501430,Ashford,2013,Windham County,total_pop,4301,16,NA,NA
3_towns,0901501430,Ashford,2013,Windham County,latino,354,325,0.082,0.076
3_towns,0901501430,Ashford,2013,Windham County,white,3769,316,0.876,0.073
3_towns,0901501430,Ashford,2013,Windham County,black,47,59,0.011,0.014
3_towns,0901501430,Ashford,2013,Windham County,asian,11,14,0.003,0.003
3_towns,0901501430,Ashford,2013,Windham County,other_race,120,80,0.028,0.019
3_towns,0901501430,Ashford,2014,Windham County,total_pop,4297,23,NA,NA
3_towns,0901501430,Ashford,2014,Windham County,latino,76,65,0.018,0.015
3_towns,0901501430,Ashford,2014,Windham County,white,4052,117,0.943,0.027
3_towns,0901501430,Ashford,2014,Windham County,black,77,58,0.018,0.013
3_towns,0901501430,Ashford,2014,Windham County,asian,2,5,0,0.001
3_towns,0901501430,Ashford,2014,Windham County,other_race,90,66,0.021,0.015
3_towns,0901501430,Ashford,2015,Windham County,total_pop,4281,20,NA,NA
3_towns,0901501430,Ashford,2015,Windham County,latino,75,49,0.018,0.011
3_towns,0901501430,Ashford,2015,Windham County,white,4078,94,0.953,0.022
3_towns,0901501430,Ashford,2015,Windham County,black,67,56,0.016,0.013
3_towns,0901501430,Ashford,2015,Windham County,asian,19,20,0.004,0.005
3_towns,0901501430,Ashford,2015,Windham County,other_race,42,46,0.01,0.011
3_towns,0901501430,Ashford,2016,Windham County,total_pop,4270,25,NA,NA
3_towns,0901501430,Ashford,2016,Windham County,latino,97,63,0.023,0.015
3_towns,0901501430,Ashford,2016,Windham County,white,4012,141,0.94,0.033
3_towns,0901501430,Ashford,2016,Windham County,black,77,72,0.018,0.017
3_towns,0901501430,Ashford,2016,Windham County,asian,32,31,0.007,0.007
3_towns,0901501430,Ashford,2016,Windham County,other_race,52,62,0.012,0.015
3_towns,0901501430,Ashford,2017,Windham County,total_pop,4254,25,NA,NA
3_towns,0901501430,Ashford,2017,Windham County,latino,155,105,0.036,0.025
3_towns,0901501430,Ashford,2017,Windham County,white,3964,136,0.932,0.031
3_towns,0901501430,Ashford,2017,Windham County,black,55,72,0.013,0.017
3_towns,0901501430,Ashford,2017,Windham County,asian,47,47,0.011,0.011
3_towns,0901501430,Ashford,2017,Windham County,other_race,33,45,0.008,0.011
3_towns,0901501430,Ashford,2018,Windham County,total_pop,4234,20,NA,NA
3_towns,0901501430,Ashford,2018,Windham County,latino,233,131,0.055,0.031
3_towns,0901501430,Ashford,2018,Windham County,white,3846,192,0.908,0.045
3_towns,0901501430,Ashford,2018,Windham County,black,35,42,0.008,0.01
3_towns,0901501430,Ashford,2018,Windham County,asian,53,47,0.013,0.011
3_towns,0901501430,Ashford,2018,Windham County,other_race,67,75,0.016,0.018
3_towns,0901509190,Brooklyn,2000,NA,total_pop,7173,0,NA,NA
3_towns,0901509190,Brooklyn,2000,NA,latino,186,0,0.026,NA
3_towns,0901509190,Brooklyn,2000,NA,white,6588,0,0.918,NA
3_towns,0901509190,Brooklyn,2000,NA,black,246,0,0.034,NA
3_towns,0901509190,Brooklyn,2000,NA,asian,36,0,0.005,NA
3_towns,0901509190,Brooklyn,2000,NA,other_race,117,0,0.016,NA
3_towns,0901509190,Brooklyn,2010,NA,total_pop,8210,0,NA,NA
3_towns,0901509190,Brooklyn,2010,NA,latino,325,0,0.04,NA
3_towns,0901509190,Brooklyn,2010,NA,white,7450,0,0.907,NA
3_towns,0901509190,Brooklyn,2010,NA,black,226,0,0.028,NA
3_towns,0901509190,Brooklyn,2010,NA,asian,86,0,0.01,NA
3_towns,0901509190,Brooklyn,2010,NA,other_race,123,0,0.015,NA
3_towns,0901509190,Brooklyn,2011,Windham County,total_pop,8132,21,NA,NA
3_towns,0901509190,Brooklyn,2011,Windham County,latino,380,188,0.047,0.023
3_towns,0901509190,Brooklyn,2011,Windham County,white,7224,304,0.888,0.037
3_towns,0901509190,Brooklyn,2011,Windham County,black,233,115,0.029,0.014
3_towns,0901509190,Brooklyn,2011,Windham County,asian,76,68,0.009,0.008
3_towns,0901509190,Brooklyn,2011,Windham County,other_race,219,185,0.027,0.023
3_towns,0901509190,Brooklyn,2012,Windham County,total_pop,8180,17,NA,NA
3_towns,0901509190,Brooklyn,2012,Windham County,latino,637,399,0.078,0.049
3_towns,0901509190,Brooklyn,2012,Windham County,white,7121,428,0.871,0.052
3_towns,0901509190,Brooklyn,2012,Windham County,black,154,74,0.019,0.009
3_towns,0901509190,Brooklyn,2012,Windham County,asian,63,54,0.008,0.007
3_towns,0901509190,Brooklyn,2012,Windham County,other_race,205,160,0.025,0.02
3_towns,0901509190,Brooklyn,2013,Windham County,total_pop,8220,19,NA,NA
3_towns,0901509190,Brooklyn,2013,Windham County,latino,713,414,0.087,0.05
3_towns,0901509190,Brooklyn,2013,Windham County,white,7052,459,0.858,0.056
3_towns,0901509190,Brooklyn,2013,Windham County,black,178,106,0.022,0.013
3_towns,0901509190,Brooklyn,2013,Windham County,asian,72,70,0.009,0.009
3_towns,0901509190,Brooklyn,2013,Windham County,other_race,205,138,0.025,0.017
3_towns,0901509190,Brooklyn,2014,Windham County,total_pop,8240,18,NA,NA
3_towns,0901509190,Brooklyn,2014,Windham County,latino,704,402,0.085,0.049
3_towns,0901509190,Brooklyn,2014,Windham County,white,7174,431,0.871,0.052
3_towns,0901509190,Brooklyn,2014,Windham County,black,119,54,0.014,0.007
3_towns,0901509190,Brooklyn,2014,Windham County,asian,50,44,0.006,0.005
3_towns,0901509190,Brooklyn,2014,Windham County,other_race,193,127,0.023,0.015
3_towns,0901509190,Brooklyn,2015,Windham County,total_pop,8255,20,NA,NA
3_towns,0901509190,Brooklyn,2015,Windham County,latino,617,356,0.075,0.043
3_towns,0901509190,Brooklyn,2015,Windham County,white,7388,360,0.895,0.044
3_towns,0901509190,Brooklyn,2015,Windham County,black,103,44,0.012,0.005
3_towns,0901509190,Brooklyn,2015,Windham County,asian,54,47,0.007,0.006
3_towns,0901509190,Brooklyn,2015,Windham County,other_race,93,67,0.011,0.008
3_towns,0901509190,Brooklyn,2016,Windham County,total_pop,8258,27,NA,NA
3_towns,0901509190,Brooklyn,2016,Windham County,latino,448,267,0.054,0.032
3_towns,0901509190,Brooklyn,2016,Windham County,white,7492,311,0.907,0.038
3_towns,0901509190,Brooklyn,2016,Windham County,black,120,54,0.015,0.007
3_towns,0901509190,Brooklyn,2016,Windham County,asian,111,111,0.013,0.013
3_towns,0901509190,Brooklyn,2016,Windham County,other_race,87,71,0.011,0.009
3_towns,0901509190,Brooklyn,2017,Windham County,total_pop,8232,20,NA,NA
3_towns,0901509190,Brooklyn,2017,Windham County,latino,339,175,0.041,0.021
3_towns,0901509190,Brooklyn,2017,Windham County,white,7438,272,0.904,0.033
3_towns,0901509190,Brooklyn,2017,Windham County,black,142,60,0.017,0.007
3_towns,0901509190,Brooklyn,2017,Windham County,asian,145,134,0.018,0.016
3_towns,0901509190,Brooklyn,2017,Windham County,other_race,168,127,0.02,0.015
3_towns,0901509190,Brooklyn,2018,Windham County,total_pop,8243,28,NA,NA
3_towns,0901509190,Brooklyn,2018,Windham County,latino,178,66,0.022,0.008
3_towns,0901509190,Brooklyn,2018,Windham County,white,7534,283,0.914,0.034
3_towns,0901509190,Brooklyn,2018,Windham County,black,172,85,0.021,0.01
3_towns,0901509190,Brooklyn,2018,Windham County,asian,197,181,0.024,0.022
3_towns,0901509190,Brooklyn,2018,Windham County,other_race,162,141,0.02,0.017
3_towns,0901512130,Canterbury,2000,NA,total_pop,4692,0,NA,NA
3_towns,0901512130,Canterbury,2000,NA,latino,50,0,0.011,NA
3_towns,0901512130,Canterbury,2000,NA,white,4536,0,0.967,NA
3_towns,0901512130,Canterbury,2000,NA,black,17,0,0.004,NA
3_towns,0901512130,Canterbury,2000,NA,asian,12,0,0.003,NA
3_towns,0901512130,Canterbury,2000,NA,other_race,77,0,0.016,NA
3_towns,0901512130,Canterbury,2010,NA,total_pop,5132,0,NA,NA
3_towns,0901512130,Canterbury,2010,NA,latino,94,0,0.018,NA
3_towns,0901512130,Canterbury,2010,NA,white,4843,0,0.944,NA
3_towns,0901512130,Canterbury,2010,NA,black,51,0,0.01,NA
3_towns,0901512130,Canterbury,2010,NA,asian,35,0,0.007,NA
3_towns,0901512130,Canterbury,2010,NA,other_race,109,0,0.021,NA
3_towns,0901512130,Canterbury,2011,Windham County,total_pop,5109,16,NA,NA
3_towns,0901512130,Canterbury,2011,Windham County,latino,23,34,0.005,0.007
3_towns,0901512130,Canterbury,2011,Windham County,white,4932,133,0.965,0.026
3_towns,0901512130,Canterbury,2011,Windham County,black,13,23,0.003,0.005
3_towns,0901512130,Canterbury,2011,Windham County,asian,20,36,0.004,0.007
3_towns,0901512130,Canterbury,2011,Windham County,other_race,121,197,0.024,0.039
3_towns,0901512130,Canterbury,2012,Windham County,total_pop,5111,25,NA,NA
3_towns,0901512130,Canterbury,2012,Windham County,latino,22,33,0.004,0.006
3_towns,0901512130,Canterbury,2012,Windham County,white,4935,141,0.966,0.027
3_towns,0901512130,Canterbury,2012,Windham County,black,0,17,0,0.003
3_towns,0901512130,Canterbury,2012,Windham County,asian,20,33,0.004,0.006
3_towns,0901512130,Canterbury,2012,Windham County,other_race,134,131,0.026,0.026
3_towns,0901512130,Canterbury,2013,Windham County,total_pop,5119,21,NA,NA
3_towns,0901512130,Canterbury,2013,Windham County,latino,0,17,0,0.003
3_towns,0901512130,Canterbury,2013,Windham County,white,5010,112,0.979,0.022
3_towns,0901512130,Canterbury,2013,Windham County,black,0,17,0,0.003
3_towns,0901512130,Canterbury,2013,Windham County,asian,24,35,0.005,0.007
3_towns,0901512130,Canterbury,2013,Windham County,other_race,85,104,0.017,0.02
3_towns,0901512130,Canterbury,2014,Windham County,total_pop,5110,15,NA,NA
3_towns,0901512130,Canterbury,2014,Windham County,latino,0,17,0,0.003
3_towns,0901512130,Canterbury,2014,Windham County,white,4945,88,0.968,0.017
3_towns,0901512130,Canterbury,2014,Windham County,black,37,54,0.007,0.011
3_towns,0901512130,Canterbury,2014,Windham County,asian,28,32,0.005,0.006
3_towns,0901512130,Canterbury,2014,Windham County,other_race,100,76,0.02,0.015
3_towns,0901512130,Canterbury,2015,Windham County,total_pop,5097,25,NA,NA
3_towns,0901512130,Canterbury,2015,Windham County,latino,7,12,0.001,0.002
3_towns,0901512130,Canterbury,2015,Windham County,white,4989,62,0.979,0.011
3_towns,0901512130,Canterbury,2015,Windham County,black,30,45,0.006,0.009
3_towns,0901512130,Canterbury,2015,Windham County,asian,25,33,0.005,0.006
3_towns,0901512130,Canterbury,2015,Windham County,other_race,46,51,0.009,0.01
3_towns,0901512130,Canterbury,2016,Windham County,total_pop,5078,39,NA,NA
3_towns,0901512130,Canterbury,2016,Windham County,latino,6,9,0.001,0.002
3_towns,0901512130,Canterbury,2016,Windham County,white,4939,92,0.973,0.017
3_towns,0901512130,Canterbury,2016,Windham County,black,42,55,0.008,0.011
3_towns,0901512130,Canterbury,2016,Windham County,asian,33,37,0.006,0.007
3_towns,0901512130,Canterbury,2016,Windham County,other_race,58,62,0.011,0.012
3_towns,0901512130,Canterbury,2017,Windham County,total_pop,5074,17,NA,NA
3_towns,0901512130,Canterbury,2017,Windham County,latino,20,19,0.004,0.004
3_towns,0901512130,Canterbury,2017,Windham County,white,4923,87,0.97,0.017
3_towns,0901512130,Canterbury,2017,Windham County,black,52,55,0.01,0.011
3_towns,0901512130,Canterbury,2017,Windham County,asian,39,44,0.008,0.009
3_towns,0901512130,Canterbury,2017,Windham County,other_race,40,46,0.008,0.009
3_towns,0901512130,Canterbury,2018,Windham County,total_pop,5074,22,NA,NA
3_towns,0901512130,Canterbury,2018,Windham County,latino,30,24,0.006,0.005
3_towns,0901512130,Canterbury,2018,Windham County,white,4839,105,0.954,0.02
3_towns,0901512130,Canterbury,2018,Windham County,black,60,59,0.012,0.012
3_towns,0901512130,Canterbury,2018,Windham County,asian,89,75,0.018,0.015
3_towns,0901512130,Canterbury,2018,Windham County,other_race,56,47,0.011,0.009
3_towns,0901513810,Chaplin,2000,NA,total_pop,2250,0,NA,NA
3_towns,0901513810,Chaplin,2000,NA,latino,44,0,0.02,NA
3_towns,0901513810,Chaplin,2000,NA,white,2159,0,0.96,NA
3_towns,0901513810,Chaplin,2000,NA,black,16,0,0.007,NA
3_towns,0901513810,Chaplin,2000,NA,asian,8,0,0.004,NA
3_towns,0901513810,Chaplin,2000,NA,other_race,23,0,0.01,NA
3_towns,0901513810,Chaplin,2010,NA,total_pop,2305,0,NA,NA
3_towns,0901513810,Chaplin,2010,NA,latino,110,0,0.048,NA
3_towns,0901513810,Chaplin,2010,NA,white,2123,0,0.921,NA
3_towns,0901513810,Chaplin,2010,NA,black,25,0,0.011,NA
3_towns,0901513810,Chaplin,2010,NA,asian,3,0,0.001,NA
3_towns,0901513810,Chaplin,2010,NA,other_race,44,0,0.019,NA
3_towns,0901513810,Chaplin,2011,Windham County,total_pop,2481,121,NA,NA
3_towns,0901513810,Chaplin,2011,Windham County,latino,165,111,0.067,0.045
3_towns,0901513810,Chaplin,2011,Windham County,white,2292,152,0.924,0.042
3_towns,0901513810,Chaplin,2011,Windham County,black,3,6,0.001,0.002
3_towns,0901513810,Chaplin,2011,Windham County,asian,0,92,0,0.037
3_towns,0901513810,Chaplin,2011,Windham County,other_race,21,163,0.008,0.066
3_towns,0901513810,Chaplin,2012,Windham County,total_pop,2412,174,NA,NA
3_towns,0901513810,Chaplin,2012,Windham County,latino,150,107,0.062,0.044
3_towns,0901513810,Chaplin,2012,Windham County,white,2232,187,0.925,0.039
3_towns,0901513810,Chaplin,2012,Windham County,black,14,30,0.006,0.012
3_towns,0901513810,Chaplin,2012,Windham County,asian,0,12,0,0.005
3_towns,0901513810,Chaplin,2012,Windham County,other_race,16,31,0.007,0.013
3_towns,0901513810,Chaplin,2013,Windham County,total_pop,2408,145,NA,NA
3_towns,0901513810,Chaplin,2013,Windham County,latino,84,67,0.035,0.028
3_towns,0901513810,Chaplin,2013,Windham County,white,2252,182,0.935,0.05
3_towns,0901513810,Chaplin,2013,Windham County,black,27,41,0.011,0.017
3_towns,0901513810,Chaplin,2013,Windham County,asian,0,12,0,0.005
3_towns,0901513810,Chaplin,2013,Windham County,other_race,45,59,0.019,0.024
3_towns,0901513810,Chaplin,2014,Windham County,total_pop,2256,162,NA,NA
3_towns,0901513810,Chaplin,2014,Windham County,latino,118,86,0.052,0.038
3_towns,0901513810,Chaplin,2014,Windham County,white,2066,204,0.916,0.062
3_towns,0901513810,Chaplin,2014,Windham County,black,24,35,0.011,0.015
3_towns,0901513810,Chaplin,2014,Windham County,asian,0,12,0,0.005
3_towns,0901513810,Chaplin,2014,Windham County,other_race,48,45,0.021,0.02
3_towns,0901513810,Chaplin,2015,Windham County,total_pop,2264,173,NA,NA
3_towns,0901513810,Chaplin,2015,Windham County,latino,123,71,0.054,0.031
3_towns,0901513810,Chaplin,2015,Windham County,white,2086,191,0.921,0.046
3_towns,0901513810,Chaplin,2015,Windham County,black,24,37,0.011,0.016
3_towns,0901513810,Chaplin,2015,Windham County,asian,0,12,0,0.005
3_towns,0901513810,Chaplin,2015,Windham County,other_race,31,34,0.014,0.015
3_towns,0901513810,Chaplin,2016,Windham County,total_pop,2370,145,NA,NA
3_towns,0901513810,Chaplin,2016,Windham County,latino,107,74,0.045,0.031
3_towns,0901513810,Chaplin,2016,Windham County,white,2212,151,0.933,0.028
3_towns,0901513810,Chaplin,2016,Windham County,black,16,24,0.007,0.01
3_towns,0901513810,Chaplin,2016,Windham County,asian,0,12,0,0.005
3_towns,0901513810,Chaplin,2016,Windham County,other_race,35,35,0.015,0.015
3_towns,0901513810,Chaplin,2017,Windham County,total_pop,2365,149,NA,NA
3_towns,0901513810,Chaplin,2017,Windham County,latino,144,105,0.061,0.044
3_towns,0901513810,Chaplin,2017,Windham County,white,2195,168,0.928,0.04
3_towns,0901513810,Chaplin,2017,Windham County,black,0,12,0,0.005
3_towns,0901513810,Chaplin,2017,Windham County,asian,0,12,0,0.005
3_towns,0901513810,Chaplin,2017,Windham County,other_race,26,28,0.011,0.012
3_towns,0901513810,Chaplin,2018,Windham County,total_pop,2329,151,NA,NA
3_towns,0901513810,Chaplin,2018,Windham County,latino,183,108,0.079,0.046
3_towns,0901513810,Chaplin,2018,Windham County,white,2092,186,0.898,0.055
3_towns,0901513810,Chaplin,2018,Windham County,black,0,12,0,0.005
3_towns,0901513810,Chaplin,2018,Windham County,asian,11,12,0.005,0.005
3_towns,0901513810,Chaplin,2018,Windham County,other_race,43,38,0.018,0.016
3_towns,0901521860,Eastford,2000,NA,total_pop,1618,0,NA,NA
3_towns,0901521860,Eastford,2000,NA,latino,22,0,0.014,NA
3_towns,0901521860,Eastford,2000,NA,white,1569,0,0.97,NA
3_towns,0901521860,Eastford,2000,NA,black,6,0,0.004,NA
3_towns,0901521860,Eastford,2000,NA,asian,6,0,0.004,NA
3_towns,0901521860,Eastford,2000,NA,other_race,15,0,0.009,NA
3_towns,0901521860,Eastford,2010,NA,total_pop,1749,0,NA,NA
3_towns,0901521860,Eastford,2010,NA,latino,45,0,0.026,NA
3_towns,0901521860,Eastford,2010,NA,white,1650,0,0.943,NA
3_towns,0901521860,Eastford,2010,NA,black,3,0,0.002,NA
3_towns,0901521860,Eastford,2010,NA,asian,17,0,0.01,NA
3_towns,0901521860,Eastford,2010,NA,other_race,34,0,0.019,NA
3_towns,0901521860,Eastford,2011,Windham County,total_pop,1602,116,NA,NA
3_towns,0901521860,Eastford,2011,Windham County,latino,49,33,0.031,0.02
3_towns,0901521860,Eastford,2011,Windham County,white,1500,113,0.936,0.019
3_towns,0901521860,Eastford,2011,Windham County,black,0,92,0,0.057
3_towns,0901521860,Eastford,2011,Windham County,asian,33,32,0.021,0.02
3_towns,0901521860,Eastford,2011,Windham County,other_race,20,93,0.012,0.058
3_towns,0901521860,Eastford,2012,Windham County,total_pop,1690,132,NA,NA
3_towns,0901521860,Eastford,2012,Windham County,latino,32,32,0.019,0.019
3_towns,0901521860,Eastford,2012,Windham County,white,1577,133,0.933,0.03
3_towns,0901521860,Eastford,2012,Windham County,black,9,9,0.005,0.005
3_towns,0901521860,Eastford,2012,Windham County,asian,44,32,0.026,0.019
3_towns,0901521860,Eastford,2012,Windham County,other_race,28,24,0.017,0.014
3_towns,0901521860,Eastford,2013,Windham County,total_pop,1650,133,NA,NA
3_towns,0901521860,Eastford,2013,Windham County,latino,38,32,0.023,0.019
3_towns,0901521860,Eastford,2013,Windham County,white,1530,140,0.927,0.04
3_towns,0901521860,Eastford,2013,Windham County,black,8,10,0.005,0.006
3_towns,0901521860,Eastford,2013,Windham County,asian,42,39,0.025,0.024
3_towns,0901521860,Eastford,2013,Windham County,other_race,32,30,0.019,0.018
3_towns,0901521860,Eastford,2014,Windham County,total_pop,1726,108,NA,NA
3_towns,0901521860,Eastford,2014,Windham County,latino,33,27,0.019,0.016
3_towns,0901521860,Eastford,2014,Windham County,white,1624,119,0.941,0.036
3_towns,0901521860,Eastford,2014,Windham County,black,6,8,0.003,0.005
3_towns,0901521860,Eastford,2014,Windham County,asian,28,30,0.016,0.017
3_towns,0901521860,Eastford,2014,Windham County,other_race,35,27,0.02,0.016
3_towns,0901521860,Eastford,2015,Windham County,total_pop,1765,110,NA,NA
