level,year,name,county,units,value
3_towns,2004,Wilton,Fairfield County,5+ units,0
3_towns,2004,Winchester,Litchfield County,1 unit,29
3_towns,2004,Winchester,Litchfield County,2 to 4 units,0
3_towns,2004,Winchester,Litchfield County,5+ units,0
3_towns,2004,Windham,Windham County,1 unit,25
3_towns,2004,Windham,Windham County,2 to 4 units,0
3_towns,2004,Windham,Windham County,5+ units,0
3_towns,2004,Windsor,Hartford County,1 unit,86
3_towns,2004,Windsor,Hartford County,2 to 4 units,0
3_towns,2004,Windsor,Hartford County,5+ units,0
3_towns,2004,Windsor Locks,Hartford County,1 unit,59
3_towns,2004,Windsor Locks,Hartford County,2 to 4 units,0
3_towns,2004,Windsor Locks,Hartford County,5+ units,0
3_towns,2004,Wolcott,New Haven County,1 unit,65
3_towns,2004,Wolcott,New Haven County,2 to 4 units,0
3_towns,2004,Wolcott,New Haven County,5+ units,0
3_towns,2004,Woodbridge,New Haven County,1 unit,11
3_towns,2004,Woodbridge,New Haven County,2 to 4 units,0
3_towns,2004,Woodbridge,New Haven County,5+ units,0
3_towns,2004,Woodbury,Litchfield County,1 unit,43
3_towns,2004,Woodbury,Litchfield County,2 to 4 units,0
3_towns,2004,Woodbury,Litchfield County,5+ units,0
3_towns,2004,Woodstock,Windham County,1 unit,84
3_towns,2004,Woodstock,Windham County,2 to 4 units,0
3_towns,2004,Woodstock,Windham County,5+ units,0
3_towns,2005,Andover,Tolland County,1 unit,13
3_towns,2005,Andover,Tolland County,2 to 4 units,0
3_towns,2005,Andover,Tolland County,5+ units,0
3_towns,2005,Ansonia,New Haven County,1 unit,13
3_towns,2005,Ansonia,New Haven County,2 to 4 units,0
3_towns,2005,Ansonia,New Haven County,5+ units,0
3_towns,2005,Ashford,Windham County,1 unit,17
3_towns,2005,Ashford,Windham County,2 to 4 units,0
3_towns,2005,Ashford,Windham County,5+ units,0
3_towns,2005,Avon,Hartford County,1 unit,85
3_towns,2005,Avon,Hartford County,2 to 4 units,0
3_towns,2005,Avon,Hartford County,5+ units,0
3_towns,2005,Barkhamsted,Litchfield County,1 unit,8
3_towns,2005,Barkhamsted,Litchfield County,2 to 4 units,0
3_towns,2005,Barkhamsted,Litchfield County,5+ units,0
3_towns,2005,Beacon Falls,New Haven County,1 unit,59
3_towns,2005,Beacon Falls,New Haven County,2 to 4 units,0
3_towns,2005,Beacon Falls,New Haven County,5+ units,0
3_towns,2005,Berlin,Hartford County,1 unit,63
3_towns,2005,Berlin,Hartford County,2 to 4 units,0
3_towns,2005,Berlin,Hartford County,5+ units,194
3_towns,2005,Bethany,New Haven County,1 unit,30
3_towns,2005,Bethany,New Haven County,2 to 4 units,0
3_towns,2005,Bethany,New Haven County,5+ units,0
3_towns,2005,Bethel,Fairfield County,1 unit,14
3_towns,2005,Bethel,Fairfield County,2 to 4 units,2
3_towns,2005,Bethel,Fairfield County,5+ units,0
3_towns,2005,Bethlehem,Litchfield County,1 unit,6
3_towns,2005,Bethlehem,Litchfield County,2 to 4 units,0
3_towns,2005,Bethlehem,Litchfield County,5+ units,0
3_towns,2005,Bloomfield,Hartford County,1 unit,71
3_towns,2005,Bloomfield,Hartford County,2 to 4 units,0
3_towns,2005,Bloomfield,Hartford County,5+ units,0
3_towns,2005,Bolton,Tolland County,1 unit,8
3_towns,2005,Bolton,Tolland County,2 to 4 units,0
3_towns,2005,Bolton,Tolland County,5+ units,0
3_towns,2005,Bozrah,New London County,1 unit,9
3_towns,2005,Bozrah,New London County,2 to 4 units,0
3_towns,2005,Bozrah,New London County,5+ units,0
3_towns,2005,Branford,New Haven County,1 unit,48
3_towns,2005,Branford,New Haven County,2 to 4 units,2
3_towns,2005,Branford,New Haven County,5+ units,30
3_towns,2005,Bridgeport,Fairfield County,1 unit,75
3_towns,2005,Bridgeport,Fairfield County,2 to 4 units,14
3_towns,2005,Bridgeport,Fairfield County,5+ units,113
3_towns,2005,Bridgewater,Litchfield County,1 unit,6
3_towns,2005,Bridgewater,Litchfield County,2 to 4 units,0
3_towns,2005,Bridgewater,Litchfield County,5+ units,0
3_towns,2005,Bristol,Hartford County,1 unit,107
3_towns,2005,Bristol,Hartford County,2 to 4 units,4
3_towns,2005,Bristol,Hartford County,5+ units,0
3_towns,2005,Brookfield,Fairfield County,1 unit,83
3_towns,2005,Brookfield,Fairfield County,2 to 4 units,0
3_towns,2005,Brookfield,Fairfield County,5+ units,0
3_towns,2005,Brooklyn,Windham County,1 unit,58
3_towns,2005,Brooklyn,Windham County,2 to 4 units,4
3_towns,2005,Brooklyn,Windham County,5+ units,0
3_towns,2005,Burlington,Hartford County,1 unit,35
3_towns,2005,Burlington,Hartford County,2 to 4 units,0
3_towns,2005,Burlington,Hartford County,5+ units,0
3_towns,2005,Canaan,Litchfield County,1 unit,5
3_towns,2005,Canaan,Litchfield County,2 to 4 units,0
3_towns,2005,Canaan,Litchfield County,5+ units,0
3_towns,2005,Canterbury,Windham County,1 unit,21
3_towns,2005,Canterbury,Windham County,2 to 4 units,0
3_towns,2005,Canterbury,Windham County,5+ units,0
3_towns,2005,Canton,Hartford County,1 unit,100
3_towns,2005,Canton,Hartford County,2 to 4 units,0
3_towns,2005,Canton,Hartford County,5+ units,0
3_towns,2005,Chaplin,Windham County,1 unit,19
3_towns,2005,Chaplin,Windham County,2 to 4 units,0
3_towns,2005,Chaplin,Windham County,5+ units,0
3_towns,2005,Cheshire,New Haven County,1 unit,34
3_towns,2005,Cheshire,New Haven County,2 to 4 units,0
3_towns,2005,Cheshire,New Haven County,5+ units,5
3_towns,2005,Chester,Middlesex County,1 unit,12
3_towns,2005,Chester,Middlesex County,2 to 4 units,0
3_towns,2005,Chester,Middlesex County,5+ units,0
3_towns,2005,Clinton,Middlesex County,1 unit,34
3_towns,2005,Clinton,Middlesex County,2 to 4 units,4
3_towns,2005,Clinton,Middlesex County,5+ units,0
3_towns,2005,Colchester,New London County,1 unit,79
3_towns,2005,Colchester,New London County,2 to 4 units,10
3_towns,2005,Colchester,New London County,5+ units,6
3_towns,2005,Colebrook,Litchfield County,1 unit,7
3_towns,2005,Colebrook,Litchfield County,2 to 4 units,0
3_towns,2005,Colebrook,Litchfield County,5+ units,0
3_towns,2005,Columbia,Tolland County,1 unit,34
3_towns,2005,Columbia,Tolland County,2 to 4 units,0
3_towns,2005,Columbia,Tolland County,5+ units,0
3_towns,2005,Cornwall,Litchfield County,1 unit,6
3_towns,2005,Cornwall,Litchfield County,2 to 4 units,0
3_towns,2005,Cornwall,Litchfield County,5+ units,0
3_towns,2005,Coventry,Tolland County,1 unit,56
3_towns,2005,Coventry,Tolland County,2 to 4 units,0
3_towns,2005,Coventry,Tolland County,5+ units,0
3_towns,2005,Cromwell,Middlesex County,1 unit,24
3_towns,2005,Cromwell,Middlesex County,2 to 4 units,0
3_towns,2005,Cromwell,Middlesex County,5+ units,0
3_towns,2005,Danbury,Fairfield County,1 unit,514
3_towns,2005,Danbury,Fairfield County,2 to 4 units,0
3_towns,2005,Danbury,Fairfield County,5+ units,84
3_towns,2005,Darien,Fairfield County,1 unit,56
3_towns,2005,Darien,Fairfield County,2 to 4 units,0
3_towns,2005,Darien,Fairfield County,5+ units,0
3_towns,2005,Deep River,Middlesex County,1 unit,4
3_towns,2005,Deep River,Middlesex County,2 to 4 units,0
3_towns,2005,Deep River,Middlesex County,5+ units,0
3_towns,2005,Derby,New Haven County,1 unit,7
3_towns,2005,Derby,New Haven County,2 to 4 units,0
3_towns,2005,Derby,New Haven County,5+ units,0
3_towns,2005,Durham,Middlesex County,1 unit,47
3_towns,2005,Durham,Middlesex County,2 to 4 units,0
3_towns,2005,Durham,Middlesex County,5+ units,0
3_towns,2005,East Granby,Hartford County,1 unit,21
3_towns,2005,East Granby,Hartford County,2 to 4 units,0
3_towns,2005,East Granby,Hartford County,5+ units,0
3_towns,2005,East Haddam,Middlesex County,1 unit,52
3_towns,2005,East Haddam,Middlesex County,2 to 4 units,0
3_towns,2005,East Haddam,Middlesex County,5+ units,0
3_towns,2005,East Hampton,Middlesex County,1 unit,134
3_towns,2005,East Hampton,Middlesex County,2 to 4 units,0
3_towns,2005,East Hampton,Middlesex County,5+ units,0
3_towns,2005,East Hartford,Hartford County,1 unit,14
3_towns,2005,East Hartford,Hartford County,2 to 4 units,0
3_towns,2005,East Hartford,Hartford County,5+ units,0
3_towns,2005,East Haven,New Haven County,1 unit,63
3_towns,2005,East Haven,New Haven County,2 to 4 units,3
3_towns,2005,East Haven,New Haven County,5+ units,8
3_towns,2005,East Lyme,New London County,1 unit,127
3_towns,2005,East Lyme,New London County,2 to 4 units,0
3_towns,2005,East Lyme,New London County,5+ units,0
3_towns,2005,East Windsor,Hartford County,1 unit,83
3_towns,2005,East Windsor,Hartford County,2 to 4 units,0
3_towns,2005,East Windsor,Hartford County,5+ units,0
3_towns,2005,Eastford,Windham County,1 unit,15
3_towns,2005,Eastford,Windham County,2 to 4 units,0
3_towns,2005,Eastford,Windham County,5+ units,0
3_towns,2005,Easton,Fairfield County,1 unit,11
3_towns,2005,Easton,Fairfield County,2 to 4 units,0
3_towns,2005,Easton,Fairfield County,5+ units,0
3_towns,2005,Ellington,Tolland County,1 unit,90
3_towns,2005,Ellington,Tolland County,2 to 4 units,0
3_towns,2005,Ellington,Tolland County,5+ units,32
3_towns,2005,Enfield,Hartford County,1 unit,50
3_towns,2005,Enfield,Hartford County,2 to 4 units,0
3_towns,2005,Enfield,Hartford County,5+ units,0
3_towns,2005,Essex,Middlesex County,1 unit,12
3_towns,2005,Essex,Middlesex County,2 to 4 units,0
3_towns,2005,Essex,Middlesex County,5+ units,0
3_towns,2005,Fairfield,Fairfield County,1 unit,145
3_towns,2005,Fairfield,Fairfield County,2 to 4 units,9
3_towns,2005,Fairfield,Fairfield County,5+ units,0
3_towns,2005,Farmington,Hartford County,1 unit,84
3_towns,2005,Farmington,Hartford County,2 to 4 units,20
3_towns,2005,Farmington,Hartford County,5+ units,0
3_towns,2005,Franklin,New London County,1 unit,3
3_towns,2005,Franklin,New London County,2 to 4 units,0
3_towns,2005,Franklin,New London County,5+ units,0
3_towns,2005,Glastonbury,Hartford County,1 unit,79
3_towns,2005,Glastonbury,Hartford County,2 to 4 units,0
3_towns,2005,Glastonbury,Hartford County,5+ units,0
3_towns,2005,Goshen,Litchfield County,1 unit,44
3_towns,2005,Goshen,Litchfield County,2 to 4 units,0
3_towns,2005,Goshen,Litchfield County,5+ units,0
3_towns,2005,Granby,Hartford County,1 unit,64
3_towns,2005,Granby,Hartford County,2 to 4 units,0
3_towns,2005,Granby,Hartford County,5+ units,0
3_towns,2005,Greenwich,Fairfield County,1 unit,194
3_towns,2005,Greenwich,Fairfield County,2 to 4 units,2
3_towns,2005,Greenwich,Fairfield County,5+ units,25
3_towns,2005,Griswold,New London County,1 unit,63
3_towns,2005,Griswold,New London County,2 to 4 units,8
3_towns,2005,Griswold,New London County,5+ units,0
3_towns,2005,Groton,New London County,1 unit,63
3_towns,2005,Groton,New London County,2 to 4 units,16
3_towns,2005,Groton,New London County,5+ units,74
3_towns,2005,Guilford,New Haven County,1 unit,82
3_towns,2005,Guilford,New Haven County,2 to 4 units,0
3_towns,2005,Guilford,New Haven County,5+ units,0
3_towns,2005,Haddam,Middlesex County,1 unit,59
3_towns,2005,Haddam,Middlesex County,2 to 4 units,0
3_towns,2005,Haddam,Middlesex County,5+ units,0
3_towns,2005,Hamden,New Haven County,1 unit,30
3_towns,2005,Hamden,New Haven County,2 to 4 units,0
3_towns,2005,Hamden,New Haven County,5+ units,0
3_towns,2005,Hampton,Windham County,1 unit,23
3_towns,2005,Hampton,Windham County,2 to 4 units,0
3_towns,2005,Hampton,Windham County,5+ units,0
3_towns,2005,Hartford,Hartford County,1 unit,9
3_towns,2005,Hartford,Hartford County,2 to 4 units,41
3_towns,2005,Hartford,Hartford County,5+ units,303
3_towns,2005,Hartland,Hartford County,1 unit,8
3_towns,2005,Hartland,Hartford County,2 to 4 units,0
3_towns,2005,Hartland,Hartford County,5+ units,0
3_towns,2005,Harwinton,Litchfield County,1 unit,24
3_towns,2005,Harwinton,Litchfield County,2 to 4 units,0
3_towns,2005,Harwinton,Litchfield County,5+ units,0
3_towns,2005,Hebron,Tolland County,1 unit,45
3_towns,2005,Hebron,Tolland County,2 to 4 units,0
3_towns,2005,Hebron,Tolland County,5+ units,0
3_towns,2005,Kent,Litchfield County,1 unit,18
3_towns,2005,Kent,Litchfield County,2 to 4 units,0
3_towns,2005,Kent,Litchfield County,5+ units,0
3_towns,2005,Killingly,Windham County,1 unit,122
3_towns,2005,Killingly,Windham County,2 to 4 units,0
3_towns,2005,Killingly,Windham County,5+ units,0
3_towns,2005,Killingworth,Middlesex County,1 unit,21
3_towns,2005,Killingworth,Middlesex County,2 to 4 units,0
3_towns,2005,Killingworth,Middlesex County,5+ units,0
3_towns,2005,Lebanon,New London County,1 unit,37
3_towns,2005,Lebanon,New London County,2 to 4 units,0
3_towns,2005,Lebanon,New London County,5+ units,0
3_towns,2005,Ledyard,New London County,1 unit,49
3_towns,2005,Ledyard,New London County,2 to 4 units,4
3_towns,2005,Ledyard,New London County,5+ units,0
3_towns,2005,Lisbon,New London County,1 unit,4
3_towns,2005,Lisbon,New London County,2 to 4 units,0
3_towns,2005,Lisbon,New London County,5+ units,0
3_towns,2005,Litchfield,Litchfield County,1 unit,49
3_towns,2005,Litchfield,Litchfield County,2 to 4 units,0
3_towns,2005,Litchfield,Litchfield County,5+ units,0
3_towns,2005,Lyme,New London County,1 unit,8
3_towns,2005,Lyme,New London County,2 to 4 units,0
3_towns,2005,Lyme,New London County,5+ units,0
3_towns,2005,Madison,New Haven County,1 unit,40
3_towns,2005,Madison,New Haven County,2 to 4 units,0
3_towns,2005,Madison,New Haven County,5+ units,0
3_towns,2005,Manchester,Hartford County,1 unit,135
3_towns,2005,Manchester,Hartford County,2 to 4 units,6
3_towns,2005,Manchester,Hartford County,5+ units,112
3_towns,2005,Mansfield,Tolland County,1 unit,52
3_towns,2005,Mansfield,Tolland County,2 to 4 units,0
3_towns,2005,Mansfield,Tolland County,5+ units,0
3_towns,2005,Marlborough,Hartford County,1 unit,33
3_towns,2005,Marlborough,Hartford County,2 to 4 units,0
3_towns,2005,Marlborough,Hartford County,5+ units,0
3_towns,2005,Meriden,New Haven County,1 unit,118
3_towns,2005,Meriden,New Haven County,2 to 4 units,2
3_towns,2005,Meriden,New Haven County,5+ units,6
3_towns,2005,Middlebury,New Haven County,1 unit,85
3_towns,2005,Middlebury,New Haven County,2 to 4 units,0
3_towns,2005,Middlebury,New Haven County,5+ units,0
3_towns,2005,Middlefield,Middlesex County,1 unit,7
3_towns,2005,Middlefield,Middlesex County,2 to 4 units,0
3_towns,2005,Middlefield,Middlesex County,5+ units,0
3_towns,2005,Middletown,Middlesex County,1 unit,86
3_towns,2005,Middletown,Middlesex County,2 to 4 units,0
3_towns,2005,Middletown,Middlesex County,5+ units,167
3_towns,2005,Milford,New Haven County,1 unit,62
3_towns,2005,Milford,New Haven County,2 to 4 units,0
3_towns,2005,Milford,New Haven County,5+ units,260
3_towns,2005,Monroe,Fairfield County,1 unit,42
3_towns,2005,Monroe,Fairfield County,2 to 4 units,0
3_towns,2005,Monroe,Fairfield County,5+ units,0
3_towns,2005,Montville,New London County,1 unit,57
3_towns,2005,Montville,New London County,2 to 4 units,10
3_towns,2005,Montville,New London County,5+ units,0
3_towns,2005,Morris,Litchfield County,1 unit,9
3_towns,2005,Morris,Litchfield County,2 to 4 units,0
3_towns,2005,Morris,Litchfield County,5+ units,0
3_towns,2005,Naugatuck,New Haven County,1 unit,99
3_towns,2005,Naugatuck,New Haven County,2 to 4 units,0
3_towns,2005,Naugatuck,New Haven County,5+ units,0
3_towns,2005,New Britain,Hartford County,1 unit,40
3_towns,2005,New Britain,Hartford County,2 to 4 units,22
3_towns,2005,New Britain,Hartford County,5+ units,12
3_towns,2005,New Canaan,Fairfield County,1 unit,66
3_towns,2005,New Canaan,Fairfield County,2 to 4 units,0
3_towns,2005,New Canaan,Fairfield County,5+ units,0
3_towns,2005,New Fairfield,Fairfield County,1 unit,25
3_towns,2005,New Fairfield,Fairfield County,2 to 4 units,8
3_towns,2005,New Fairfield,Fairfield County,5+ units,10
3_towns,2005,New Hartford,Litchfield County,1 unit,35
3_towns,2005,New Hartford,Litchfield County,2 to 4 units,0
3_towns,2005,New Hartford,Litchfield County,5+ units,0
3_towns,2005,New Haven,New Haven County,1 unit,70
3_towns,2005,New Haven,New Haven County,2 to 4 units,28
3_towns,2005,New Haven,New Haven County,5+ units,14
3_towns,2005,New London,New London County,1 unit,77
3_towns,2005,New London,New London County,2 to 4 units,0
3_towns,2005,New London,New London County,5+ units,0
3_towns,2005,New Milford,Litchfield County,1 unit,83
3_towns,2005,New Milford,Litchfield County,2 to 4 units,0
3_towns,2005,New Milford,Litchfield County,5+ units,0
3_towns,2005,Newington,Hartford County,1 unit,44
3_towns,2005,Newington,Hartford County,2 to 4 units,0
3_towns,2005,Newington,Hartford County,5+ units,0
3_towns,2005,Newtown,Fairfield County,1 unit,65
3_towns,2005,Newtown,Fairfield County,2 to 4 units,0
3_towns,2005,Newtown,Fairfield County,5+ units,32
3_towns,2005,Norfolk,Litchfield County,1 unit,7
3_towns,2005,Norfolk,Litchfield County,2 to 4 units,0
3_towns,2005,Norfolk,Litchfield County,5+ units,0
3_towns,2005,North Branford,New Haven County,1 unit,64
3_towns,2005,North Branford,New Haven County,2 to 4 units,0
3_towns,2005,North Branford,New Haven County,5+ units,0
3_towns,2005,North Canaan,Litchfield County,1 unit,8
3_towns,2005,North Canaan,Litchfield County,2 to 4 units,0
3_towns,2005,North Canaan,Litchfield County,5+ units,0
3_towns,2005,North Haven,New Haven County,1 unit,25
3_towns,2005,North Haven,New Haven County,2 to 4 units,0
3_towns,2005,North Haven,New Haven County,5+ units,103
3_towns,2005,North Stonington,New London County,1 unit,27
3_towns,2005,North Stonington,New London County,2 to 4 units,0
3_towns,2005,North Stonington,New London County,5+ units,0
3_towns,2005,Norwalk,Fairfield County,1 unit,81
3_towns,2005,Norwalk,Fairfield County,2 to 4 units,12
3_towns,2005,Norwalk,Fairfield County,5+ units,240
3_towns,2005,Norwich,New London County,1 unit,83
3_towns,2005,Norwich,New London County,2 to 4 units,30
3_towns,2005,Norwich,New London County,5+ units,105
3_towns,2005,Old Lyme,New London County,1 unit,32
3_towns,2005,Old Lyme,New London County,2 to 4 units,0
3_towns,2005,Old Lyme,New London County,5+ units,0
3_towns,2005,Old Saybrook,Middlesex County,1 unit,60
3_towns,2005,Old Saybrook,Middlesex County,2 to 4 units,4
3_towns,2005,Old Saybrook,Middlesex County,5+ units,0
3_towns,2005,Orange,New Haven County,1 unit,7
3_towns,2005,Orange,New Haven County,2 to 4 units,0
3_towns,2005,Orange,New Haven County,5+ units,0
3_towns,2005,Oxford,New Haven County,1 unit,245
3_towns,2005,Oxford,New Haven County,2 to 4 units,0
3_towns,2005,Oxford,New Haven County,5+ units,0
3_towns,2005,Plainfield,Windham County,1 unit,28
3_towns,2005,Plainfield,Windham County,2 to 4 units,20
3_towns,2005,Plainfield,Windham County,5+ units,0
3_towns,2005,Plainville,Hartford County,1 unit,19
3_towns,2005,Plainville,Hartford County,2 to 4 units,0
3_towns,2005,Plainville,Hartford County,5+ units,0
3_towns,2005,Plymouth,Litchfield County,1 unit,23
3_towns,2005,Plymouth,Litchfield County,2 to 4 units,0
3_towns,2005,Plymouth,Litchfield County,5+ units,0
3_towns,2005,Pomfret,Windham County,1 unit,17
3_towns,2005,Pomfret,Windham County,2 to 4 units,0
3_towns,2005,Pomfret,Windham County,5+ units,0
3_towns,2005,Portland,Middlesex County,1 unit,42
3_towns,2005,Portland,Middlesex County,2 to 4 units,0
3_towns,2005,Portland,Middlesex County,5+ units,0
3_towns,2005,Preston,New London County,1 unit,41
3_towns,2005,Preston,New London County,2 to 4 units,0
3_towns,2005,Preston,New London County,5+ units,0
3_towns,2005,Prospect,New Haven County,1 unit,33
3_towns,2005,Prospect,New Haven County,2 to 4 units,0
3_towns,2005,Prospect,New Haven County,5+ units,0
3_towns,2005,Putnam,Windham County,1 unit,34
3_towns,2005,Putnam,Windham County,2 to 4 units,0
3_towns,2005,Putnam,Windham County,5+ units,0
3_towns,2005,Redding,Fairfield County,1 unit,11
3_towns,2005,Redding,Fairfield County,2 to 4 units,0
3_towns,2005,Redding,Fairfield County,5+ units,120
3_towns,2005,Ridgefield,Fairfield County,1 unit,34
3_towns,2005,Ridgefield,Fairfield County,2 to 4 units,0
3_towns,2005,Ridgefield,Fairfield County,5+ units,0
3_towns,2005,Rocky Hill,Hartford County,1 unit,82
3_towns,2005,Rocky Hill,Hartford County,2 to 4 units,0
3_towns,2005,Rocky Hill,Hartford County,5+ units,0
3_towns,2005,Roxbury,Litchfield County,1 unit,15
3_towns,2005,Roxbury,Litchfield County,2 to 4 units,0
3_towns,2005,Roxbury,Litchfield County,5+ units,0
3_towns,2005,Salem,New London County,1 unit,28
3_towns,2005,Salem,New London County,2 to 4 units,0
3_towns,2005,Salem,New London County,5+ units,0
3_towns,2005,Salisbury,Litchfield County,1 unit,13
3_towns,2005,Salisbury,Litchfield County,2 to 4 units,0
3_towns,2005,Salisbury,Litchfield County,5+ units,0
3_towns,2005,Scotland,Windham County,1 unit,11
3_towns,2005,Scotland,Windham County,2 to 4 units,0
3_towns,2005,Scotland,Windham County,5+ units,0
3_towns,2005,Seymour,New Haven County,1 unit,96
3_towns,2005,Seymour,New Haven County,2 to 4 units,0
3_towns,2005,Seymour,New Haven County,5+ units,0
3_towns,2005,Sharon,Litchfield County,1 unit,15
3_towns,2005,Sharon,Litchfield County,2 to 4 units,0
3_towns,2005,Sharon,Litchfield County,5+ units,0
3_towns,2005,Shelton,Fairfield County,1 unit,134
3_towns,2005,Shelton,Fairfield County,2 to 4 units,0
3_towns,2005,Shelton,Fairfield County,5+ units,340
3_towns,2005,Sherman,Fairfield County,1 unit,23
3_towns,2005,Sherman,Fairfield County,2 to 4 units,0
3_towns,2005,Sherman,Fairfield County,5+ units,0
3_towns,2005,Simsbury,Hartford County,1 unit,60
3_towns,2005,Simsbury,Hartford County,2 to 4 units,0
3_towns,2005,Simsbury,Hartford County,5+ units,0
3_towns,2005,Somers,Tolland County,1 unit,35
3_towns,2005,Somers,Tolland County,2 to 4 units,0
3_towns,2005,Somers,Tolland County,5+ units,0
3_towns,2005,South Windsor,Hartford County,1 unit,66
3_towns,2005,South Windsor,Hartford County,2 to 4 units,2
3_towns,2005,South Windsor,Hartford County,5+ units,0
3_towns,2005,Southbury,New Haven County,1 unit,66
3_towns,2005,Southbury,New Haven County,2 to 4 units,0
3_towns,2005,Southbury,New Haven County,5+ units,0
3_towns,2005,Southington,Hartford County,1 unit,152
3_towns,2005,Southington,Hartford County,2 to 4 units,8
3_towns,2005,Southington,Hartford County,5+ units,0
3_towns,2005,Sprague,New London County,1 unit,16
3_towns,2005,Sprague,New London County,2 to 4 units,0
3_towns,2005,Sprague,New London County,5+ units,0
3_towns,2005,Stafford,Tolland County,1 unit,47
3_towns,2005,Stafford,Tolland County,2 to 4 units,0
3_towns,2005,Stafford,Tolland County,5+ units,0
3_towns,2005,Stamford,Fairfield County,1 unit,206
3_towns,2005,Stamford,Fairfield County,2 to 4 units,9
3_towns,2005,Stamford,Fairfield County,5+ units,43
3_towns,2005,Sterling,Windham County,1 unit,49
3_towns,2005,Sterling,Windham County,2 to 4 units,8
3_towns,2005,Sterling,Windham County,5+ units,0
3_towns,2005,Stonington,New London County,1 unit,79
3_towns,2005,Stonington,New London County,2 to 4 units,0
3_towns,2005,Stonington,New London County,5+ units,0
3_towns,2005,Stratford,Fairfield County,1 unit,53
3_towns,2005,Stratford,Fairfield County,2 to 4 units,2
3_towns,2005,Stratford,Fairfield County,5+ units,0
3_towns,2005,Suffield,Hartford County,1 unit,88
3_towns,2005,Suffield,Hartford County,2 to 4 units,0
3_towns,2005,Suffield,Hartford County,5+ units,0
3_towns,2005,Thomaston,Litchfield County,1 unit,14
3_towns,2005,Thomaston,Litchfield County,2 to 4 units,0
3_towns,2005,Thomaston,Litchfield County,5+ units,0
3_towns,2005,Thompson,Windham County,1 unit,4
3_towns,2005,Thompson,Windham County,2 to 4 units,0
3_towns,2005,Thompson,Windham County,5+ units,0
3_towns,2005,Tolland,Tolland County,1 unit,59
3_towns,2005,Tolland,Tolland County,2 to 4 units,0
3_towns,2005,Tolland,Tolland County,5+ units,36
3_towns,2005,Torrington,Litchfield County,1 unit,108
3_towns,2005,Torrington,Litchfield County,2 to 4 units,0
3_towns,2005,Torrington,Litchfield County,5+ units,0
3_towns,2005,Trumbull,Fairfield County,1 unit,46
3_towns,2005,Trumbull,Fairfield County,2 to 4 units,0
3_towns,2005,Trumbull,Fairfield County,5+ units,0
3_towns,2005,Union,Tolland County,1 unit,8
3_towns,2005,Union,Tolland County,2 to 4 units,0
3_towns,2005,Union,Tolland County,5+ units,0
3_towns,2005,Vernon,Tolland County,1 unit,57
3_towns,2005,Vernon,Tolland County,2 to 4 units,8
3_towns,2005,Vernon,Tolland County,5+ units,155
3_towns,2005,Voluntown,New London County,1 unit,7
3_towns,2005,Voluntown,New London County,2 to 4 units,0
3_towns,2005,Voluntown,New London County,5+ units,0
3_towns,2005,Wallingford,New Haven County,1 unit,127
3_towns,2005,Wallingford,New Haven County,2 to 4 units,10
3_towns,2005,Wallingford,New Haven County,5+ units,35
3_towns,2005,Warren,Litchfield County,1 unit,17
3_towns,2005,Warren,Litchfield County,2 to 4 units,0
3_towns,2005,Warren,Litchfield County,5+ units,0
3_towns,2005,Washington,Litchfield County,1 unit,18
3_towns,2005,Washington,Litchfield County,2 to 4 units,0
3_towns,2005,Washington,Litchfield County,5+ units,0
3_towns,2005,Waterbury,New Haven County,1 unit,91
3_towns,2005,Waterbury,New Haven County,2 to 4 units,5
3_towns,2005,Waterbury,New Haven County,5+ units,47
3_towns,2005,Waterford,New London County,1 unit,56
3_towns,2005,Waterford,New London County,2 to 4 units,0
3_towns,2005,Waterford,New London County,5+ units,0
3_towns,2005,Watertown,Litchfield County,1 unit,63
3_towns,2005,Watertown,Litchfield County,2 to 4 units,0
3_towns,2005,Watertown,Litchfield County,5+ units,0
3_towns,2005,West Hartford,Hartford County,1 unit,21
3_towns,2005,West Hartford,Hartford County,2 to 4 units,0
3_towns,2005,West Hartford,Hartford County,5+ units,0
3_towns,2005,West Haven,New Haven County,1 unit,24
3_towns,2005,West Haven,New Haven County,2 to 4 units,0
3_towns,2005,West Haven,New Haven County,5+ units,0
3_towns,2005,Westbrook,Middlesex County,1 unit,26
3_towns,2005,Westbrook,Middlesex County,2 to 4 units,0
3_towns,2005,Westbrook,Middlesex County,5+ units,0
3_towns,2005,Weston,Fairfield County,1 unit,31
3_towns,2005,Weston,Fairfield County,2 to 4 units,0
3_towns,2005,Weston,Fairfield County,5+ units,0
3_towns,2005,Westport,Fairfield County,1 unit,114
3_towns,2005,Westport,Fairfield County,2 to 4 units,0
3_towns,2005,Westport,Fairfield County,5+ units,0
3_towns,2005,Wethersfield,Hartford County,1 unit,5
3_towns,2005,Wethersfield,Hartford County,2 to 4 units,0
3_towns,2005,Wethersfield,Hartford County,5+ units,0
3_towns,2005,Willington,Tolland County,1 unit,19
3_towns,2005,Willington,Tolland County,2 to 4 units,0
3_towns,2005,Willington,Tolland County,5+ units,0
3_towns,2005,Wilton,Fairfield County,1 unit,31
3_towns,2005,Wilton,Fairfield County,2 to 4 units,0
3_towns,2005,Wilton,Fairfield County,5+ units,0
3_towns,2005,Winchester,Litchfield County,1 unit,35
3_towns,2005,Winchester,Litchfield County,2 to 4 units,4
3_towns,2005,Winchester,Litchfield County,5+ units,0
