level,name,year,group,value,share
3_towns,Canaan,2018,other_households,68,0.128
3_towns,Canterbury,2000,total_households,1717,NA
3_towns,Canterbury,2000,living_alone,286,0.167
3_towns,Canterbury,2000,married_w_kids,522,0.304
3_towns,Canterbury,2000,married_no_kids,603,0.351
3_towns,Canterbury,2000,single_w_kids,117,0.068
3_towns,Canterbury,2000,other_households,189,0.11
3_towns,Canterbury,2010,total_households,1965,NA
3_towns,Canterbury,2010,living_alone,462,0.235
3_towns,Canterbury,2010,married_w_kids,490,0.249
3_towns,Canterbury,2010,married_no_kids,627,0.319
3_towns,Canterbury,2010,single_w_kids,110,0.056
3_towns,Canterbury,2010,other_households,276,0.14
3_towns,Canterbury,2018,total_households,1839,NA
3_towns,Canterbury,2018,living_alone,267,0.145
3_towns,Canterbury,2018,married_w_kids,376,0.204
3_towns,Canterbury,2018,married_no_kids,821,0.446
3_towns,Canterbury,2018,single_w_kids,167,0.091
3_towns,Canterbury,2018,other_households,208,0.113
3_towns,Canton,2000,total_households,3516,NA
3_towns,Canton,2000,living_alone,855,0.243
3_towns,Canton,2000,married_w_kids,954,0.271
3_towns,Canton,2000,married_no_kids,1163,0.331
3_towns,Canton,2000,single_w_kids,221,0.063
3_towns,Canton,2000,other_households,323,0.092
3_towns,Canton,2010,total_households,4001,NA
3_towns,Canton,2010,living_alone,1002,0.25
3_towns,Canton,2010,married_w_kids,1020,0.255
3_towns,Canton,2010,married_no_kids,1323,0.331
3_towns,Canton,2010,single_w_kids,266,0.066
3_towns,Canton,2010,other_households,390,0.097
3_towns,Canton,2018,total_households,4076,NA
3_towns,Canton,2018,living_alone,1074,0.263
3_towns,Canton,2018,married_w_kids,959,0.235
3_towns,Canton,2018,married_no_kids,1520,0.373
3_towns,Canton,2018,single_w_kids,250,0.061
3_towns,Canton,2018,other_households,273,0.067
3_towns,Chaplin,2000,total_households,858,NA
3_towns,Chaplin,2000,living_alone,175,0.204
3_towns,Chaplin,2000,married_w_kids,225,0.262
3_towns,Chaplin,2000,married_no_kids,278,0.324
3_towns,Chaplin,2000,single_w_kids,63,0.073
3_towns,Chaplin,2000,other_households,117,0.136
3_towns,Chaplin,2010,total_households,932,NA
3_towns,Chaplin,2010,living_alone,207,0.222
3_towns,Chaplin,2010,married_w_kids,211,0.226
3_towns,Chaplin,2010,married_no_kids,294,0.315
3_towns,Chaplin,2010,single_w_kids,104,0.112
3_towns,Chaplin,2010,other_households,116,0.124
3_towns,Chaplin,2018,total_households,910,NA
3_towns,Chaplin,2018,living_alone,215,0.236
3_towns,Chaplin,2018,married_w_kids,133,0.146
3_towns,Chaplin,2018,married_no_kids,345,0.379
3_towns,Chaplin,2018,single_w_kids,50,0.055
3_towns,Chaplin,2018,other_households,167,0.184
3_towns,Cheshire,2000,total_households,9349,NA
3_towns,Cheshire,2000,living_alone,1815,0.194
3_towns,Cheshire,2000,married_w_kids,3227,0.345
3_towns,Cheshire,2000,married_no_kids,3175,0.34
3_towns,Cheshire,2000,single_w_kids,430,0.046
3_towns,Cheshire,2000,other_households,702,0.075
3_towns,Cheshire,2010,total_households,9214,NA
3_towns,Cheshire,2010,living_alone,1641,0.178
3_towns,Cheshire,2010,married_w_kids,3347,0.363
3_towns,Cheshire,2010,married_no_kids,3019,0.328
3_towns,Cheshire,2010,single_w_kids,418,0.045
3_towns,Cheshire,2010,other_households,789,0.086
3_towns,Cheshire,2018,total_households,10162,NA
3_towns,Cheshire,2018,living_alone,2217,0.218
3_towns,Cheshire,2018,married_w_kids,2422,0.238
3_towns,Cheshire,2018,married_no_kids,4233,0.417
3_towns,Cheshire,2018,single_w_kids,373,0.037
3_towns,Cheshire,2018,other_households,917,0.09
3_towns,Chester,2000,total_households,1510,NA
3_towns,Chester,2000,living_alone,425,0.281
3_towns,Chester,2000,married_w_kids,371,0.246
3_towns,Chester,2000,married_no_kids,488,0.323
3_towns,Chester,2000,single_w_kids,78,0.052
3_towns,Chester,2000,other_households,148,0.098
3_towns,Chester,2010,total_households,1620,NA
3_towns,Chester,2010,living_alone,407,0.251
3_towns,Chester,2010,married_w_kids,359,0.222
3_towns,Chester,2010,married_no_kids,500,0.309
3_towns,Chester,2010,single_w_kids,115,0.071
3_towns,Chester,2010,other_households,239,0.148
3_towns,Chester,2018,total_households,1720,NA
3_towns,Chester,2018,living_alone,482,0.28
3_towns,Chester,2018,married_w_kids,267,0.155
3_towns,Chester,2018,married_no_kids,634,0.369
3_towns,Chester,2018,single_w_kids,137,0.08
3_towns,Chester,2018,other_households,200,0.116
3_towns,Clinton,2000,total_households,5134,NA
3_towns,Clinton,2000,living_alone,1216,0.237
3_towns,Clinton,2000,married_w_kids,1394,0.272
3_towns,Clinton,2000,married_no_kids,1639,0.319
3_towns,Clinton,2000,single_w_kids,320,0.062
3_towns,Clinton,2000,other_households,565,0.11
3_towns,Clinton,2010,total_households,5434,NA
3_towns,Clinton,2010,living_alone,1244,0.229
3_towns,Clinton,2010,married_w_kids,1374,0.253
3_towns,Clinton,2010,married_no_kids,1951,0.359
3_towns,Clinton,2010,single_w_kids,250,0.046
3_towns,Clinton,2010,other_households,615,0.113
3_towns,Clinton,2018,total_households,5460,NA
3_towns,Clinton,2018,living_alone,1429,0.262
3_towns,Clinton,2018,married_w_kids,1022,0.187
3_towns,Clinton,2018,married_no_kids,1886,0.345
3_towns,Clinton,2018,single_w_kids,357,0.065
3_towns,Clinton,2018,other_households,766,0.14
3_towns,Colchester,2000,total_households,5225,NA
3_towns,Colchester,2000,living_alone,953,0.182
3_towns,Colchester,2000,married_w_kids,1816,0.348
3_towns,Colchester,2000,married_no_kids,1524,0.292
3_towns,Colchester,2000,single_w_kids,430,0.082
3_towns,Colchester,2000,other_households,502,0.096
3_towns,Colchester,2010,total_households,5836,NA
3_towns,Colchester,2010,living_alone,1001,0.172
3_towns,Colchester,2010,married_w_kids,1966,0.337
3_towns,Colchester,2010,married_no_kids,1701,0.291
3_towns,Colchester,2010,single_w_kids,602,0.103
3_towns,Colchester,2010,other_households,566,0.097
3_towns,Colchester,2018,total_households,5973,NA
3_towns,Colchester,2018,living_alone,1242,0.208
3_towns,Colchester,2018,married_w_kids,1243,0.208
3_towns,Colchester,2018,married_no_kids,2084,0.349
3_towns,Colchester,2018,single_w_kids,690,0.116
3_towns,Colchester,2018,other_households,714,0.12
3_towns,Colebrook,2000,total_households,566,NA
3_towns,Colebrook,2000,living_alone,111,0.196
3_towns,Colebrook,2000,married_w_kids,159,0.281
3_towns,Colebrook,2000,married_no_kids,210,0.371
3_towns,Colebrook,2000,single_w_kids,23,0.041
3_towns,Colebrook,2000,other_households,63,0.111
3_towns,Colebrook,2010,total_households,554,NA
3_towns,Colebrook,2010,living_alone,118,0.213
3_towns,Colebrook,2010,married_w_kids,144,0.26
3_towns,Colebrook,2010,married_no_kids,204,0.368
3_towns,Colebrook,2010,single_w_kids,27,0.049
3_towns,Colebrook,2010,other_households,61,0.11
3_towns,Colebrook,2018,total_households,588,NA
3_towns,Colebrook,2018,living_alone,138,0.235
3_towns,Colebrook,2018,married_w_kids,120,0.204
3_towns,Colebrook,2018,married_no_kids,231,0.393
3_towns,Colebrook,2018,single_w_kids,23,0.039
3_towns,Colebrook,2018,other_households,76,0.129
3_towns,Columbia,2000,total_households,1864,NA
3_towns,Columbia,2000,living_alone,323,0.173
3_towns,Columbia,2000,married_w_kids,577,0.31
3_towns,Columbia,2000,married_no_kids,692,0.371
3_towns,Columbia,2000,single_w_kids,97,0.052
3_towns,Columbia,2000,other_households,175,0.094
3_towns,Columbia,2010,total_households,2109,NA
3_towns,Columbia,2010,living_alone,369,0.175
3_towns,Columbia,2010,married_w_kids,536,0.254
3_towns,Columbia,2010,married_no_kids,908,0.431
3_towns,Columbia,2010,single_w_kids,92,0.044
3_towns,Columbia,2010,other_households,204,0.097
3_towns,Columbia,2018,total_households,2073,NA
3_towns,Columbia,2018,living_alone,266,0.128
3_towns,Columbia,2018,married_w_kids,532,0.257
3_towns,Columbia,2018,married_no_kids,1058,0.51
3_towns,Columbia,2018,single_w_kids,79,0.038
3_towns,Columbia,2018,other_households,138,0.067
3_towns,Cornwall,2000,total_households,615,NA
3_towns,Cornwall,2000,living_alone,189,0.307
3_towns,Cornwall,2000,married_w_kids,136,0.221
3_towns,Cornwall,2000,married_no_kids,187,0.304
3_towns,Cornwall,2000,single_w_kids,45,0.073
3_towns,Cornwall,2000,other_households,58,0.094
3_towns,Cornwall,2010,total_households,678,NA
3_towns,Cornwall,2010,living_alone,200,0.295
3_towns,Cornwall,2010,married_w_kids,169,0.249
3_towns,Cornwall,2010,married_no_kids,215,0.317
3_towns,Cornwall,2010,single_w_kids,21,0.031
3_towns,Cornwall,2010,other_households,73,0.108
3_towns,Cornwall,2018,total_households,571,NA
3_towns,Cornwall,2018,living_alone,148,0.259
3_towns,Cornwall,2018,married_w_kids,105,0.184
3_towns,Cornwall,2018,married_no_kids,229,0.401
3_towns,Cornwall,2018,single_w_kids,35,0.061
3_towns,Cornwall,2018,other_households,54,0.095
3_towns,Coventry,2000,total_households,4261,NA
3_towns,Coventry,2000,living_alone,791,0.186
3_towns,Coventry,2000,married_w_kids,1312,0.308
3_towns,Coventry,2000,married_no_kids,1415,0.332
3_towns,Coventry,2000,single_w_kids,283,0.066
3_towns,Coventry,2000,other_households,460,0.108
3_towns,Coventry,2010,total_households,4767,NA
3_towns,Coventry,2010,living_alone,917,0.192
3_towns,Coventry,2010,married_w_kids,1380,0.289
3_towns,Coventry,2010,married_no_kids,1728,0.362
3_towns,Coventry,2010,single_w_kids,389,0.082
3_towns,Coventry,2010,other_households,353,0.074
3_towns,Coventry,2018,total_households,4774,NA
3_towns,Coventry,2018,living_alone,1021,0.214
3_towns,Coventry,2018,married_w_kids,987,0.207
3_towns,Coventry,2018,married_no_kids,1663,0.348
3_towns,Coventry,2018,single_w_kids,397,0.083
3_towns,Coventry,2018,other_households,706,0.148
3_towns,Cromwell,2000,total_households,5212,NA
3_towns,Cromwell,2000,living_alone,1578,0.303
3_towns,Cromwell,2000,married_w_kids,1184,0.227
3_towns,Cromwell,2000,married_no_kids,1526,0.293
3_towns,Cromwell,2000,single_w_kids,278,0.053
3_towns,Cromwell,2000,other_households,646,0.124
3_towns,Cromwell,2010,total_households,5449,NA
3_towns,Cromwell,2010,living_alone,1520,0.279
3_towns,Cromwell,2010,married_w_kids,1287,0.236
3_towns,Cromwell,2010,married_no_kids,1693,0.311
3_towns,Cromwell,2010,single_w_kids,367,0.067
3_towns,Cromwell,2010,other_households,582,0.107
3_towns,Cromwell,2018,total_households,5819,NA
3_towns,Cromwell,2018,living_alone,1978,0.34
3_towns,Cromwell,2018,married_w_kids,1088,0.187
3_towns,Cromwell,2018,married_no_kids,1795,0.308
3_towns,Cromwell,2018,single_w_kids,328,0.056
3_towns,Cromwell,2018,other_households,630,0.108
3_towns,Danbury,2000,total_households,27183,NA
3_towns,Danbury,2000,living_alone,7130,0.262
3_towns,Danbury,2000,married_w_kids,6403,0.236
3_towns,Danbury,2000,married_no_kids,7491,0.276
3_towns,Danbury,2000,single_w_kids,1841,0.068
3_towns,Danbury,2000,other_households,4318,0.159
3_towns,Danbury,2010,total_households,29552,NA
3_towns,Danbury,2010,living_alone,8279,0.28
3_towns,Danbury,2010,married_w_kids,6750,0.228
3_towns,Danbury,2010,married_no_kids,7761,0.263
3_towns,Danbury,2010,single_w_kids,2465,0.083
3_towns,Danbury,2010,other_households,4297,0.145
3_towns,Danbury,2018,total_households,29736,NA
3_towns,Danbury,2018,living_alone,8018,0.27
3_towns,Danbury,2018,married_w_kids,6035,0.203
3_towns,Danbury,2018,married_no_kids,7830,0.263
3_towns,Danbury,2018,single_w_kids,2866,0.096
3_towns,Danbury,2018,other_households,4987,0.168
3_towns,Darien,2000,total_households,6592,NA
3_towns,Darien,2000,living_alone,1027,0.156
3_towns,Darien,2000,married_w_kids,2833,0.43
3_towns,Darien,2000,married_no_kids,2078,0.315
3_towns,Darien,2000,single_w_kids,223,0.034
3_towns,Darien,2000,other_households,431,0.065
3_towns,Darien,2010,total_households,6713,NA
3_towns,Darien,2010,living_alone,1164,0.173
3_towns,Darien,2010,married_w_kids,2912,0.434
3_towns,Darien,2010,married_no_kids,1917,0.286
3_towns,Darien,2010,single_w_kids,443,0.066
3_towns,Darien,2010,other_households,277,0.041
3_towns,Darien,2018,total_households,6858,NA
3_towns,Darien,2018,living_alone,1031,0.15
3_towns,Darien,2018,married_w_kids,3123,0.455
3_towns,Darien,2018,married_no_kids,1990,0.29
3_towns,Darien,2018,single_w_kids,316,0.046
3_towns,Darien,2018,other_households,398,0.058
3_towns,Deep River,2000,total_households,1824,NA
3_towns,Deep River,2000,living_alone,437,0.24
3_towns,Deep River,2000,married_w_kids,423,0.232
3_towns,Deep River,2000,married_no_kids,609,0.334
3_towns,Deep River,2000,single_w_kids,128,0.07
3_towns,Deep River,2000,other_households,227,0.124
3_towns,Deep River,2010,total_households,1893,NA
3_towns,Deep River,2010,living_alone,441,0.233
3_towns,Deep River,2010,married_w_kids,445,0.235
3_towns,Deep River,2010,married_no_kids,726,0.384
3_towns,Deep River,2010,single_w_kids,85,0.045
3_towns,Deep River,2010,other_households,196,0.104
3_towns,Deep River,2018,total_households,1892,NA
3_towns,Deep River,2018,living_alone,512,0.271
3_towns,Deep River,2018,married_w_kids,376,0.199
3_towns,Deep River,2018,married_no_kids,544,0.288
3_towns,Deep River,2018,single_w_kids,195,0.103
3_towns,Deep River,2018,other_households,265,0.14
3_towns,Derby,2000,total_households,5252,NA
3_towns,Derby,2000,living_alone,1701,0.324
3_towns,Derby,2000,married_w_kids,933,0.178
3_towns,Derby,2000,married_no_kids,1382,0.263
3_towns,Derby,2000,single_w_kids,484,0.092
3_towns,Derby,2000,other_households,752,0.143
3_towns,Derby,2010,total_households,4974,NA
3_towns,Derby,2010,living_alone,1611,0.324
3_towns,Derby,2010,married_w_kids,897,0.18
3_towns,Derby,2010,married_no_kids,1402,0.282
3_towns,Derby,2010,single_w_kids,553,0.111
3_towns,Derby,2010,other_households,511,0.103
3_towns,Derby,2018,total_households,5011,NA
3_towns,Derby,2018,living_alone,1699,0.339
3_towns,Derby,2018,married_w_kids,672,0.134
3_towns,Derby,2018,married_no_kids,1312,0.262
3_towns,Derby,2018,single_w_kids,490,0.098
3_towns,Derby,2018,other_households,838,0.167
3_towns,Durham,2000,total_households,2277,NA
3_towns,Durham,2000,living_alone,330,0.145
3_towns,Durham,2000,married_w_kids,834,0.366
3_towns,Durham,2000,married_no_kids,812,0.357
3_towns,Durham,2000,single_w_kids,104,0.046
3_towns,Durham,2000,other_households,197,0.087
3_towns,Durham,2010,total_households,2560,NA
3_towns,Durham,2010,living_alone,343,0.134
3_towns,Durham,2010,married_w_kids,861,0.336
3_towns,Durham,2010,married_no_kids,1046,0.409
3_towns,Durham,2010,single_w_kids,110,0.043
3_towns,Durham,2010,other_households,200,0.078
3_towns,Durham,2018,total_households,2665,NA
3_towns,Durham,2018,living_alone,488,0.183
3_towns,Durham,2018,married_w_kids,490,0.184
3_towns,Durham,2018,married_no_kids,1253,0.47
3_towns,Durham,2018,single_w_kids,254,0.095
3_towns,Durham,2018,other_households,180,0.068
3_towns,East Granby,2000,total_households,1848,NA
3_towns,East Granby,2000,living_alone,408,0.221
3_towns,East Granby,2000,married_w_kids,550,0.298
3_towns,East Granby,2000,married_no_kids,610,0.33
3_towns,East Granby,2000,single_w_kids,108,0.058
3_towns,East Granby,2000,other_households,172,0.093
3_towns,East Granby,2010,total_households,2005,NA
3_towns,East Granby,2010,living_alone,434,0.216
3_towns,East Granby,2010,married_w_kids,609,0.304
3_towns,East Granby,2010,married_no_kids,786,0.392
3_towns,East Granby,2010,single_w_kids,55,0.027
3_towns,East Granby,2010,other_households,121,0.06
3_towns,East Granby,2018,total_households,2125,NA
3_towns,East Granby,2018,living_alone,496,0.233
3_towns,East Granby,2018,married_w_kids,537,0.253
3_towns,East Granby,2018,married_no_kids,583,0.274
3_towns,East Granby,2018,single_w_kids,265,0.125
3_towns,East Granby,2018,other_households,244,0.115
3_towns,East Haddam,2000,total_households,3174,NA
3_towns,East Haddam,2000,living_alone,679,0.214
3_towns,East Haddam,2000,married_w_kids,942,0.297
3_towns,East Haddam,2000,married_no_kids,1035,0.326
3_towns,East Haddam,2000,single_w_kids,174,0.055
3_towns,East Haddam,2000,other_households,344,0.108
3_towns,East Haddam,2010,total_households,3600,NA
3_towns,East Haddam,2010,living_alone,736,0.204
3_towns,East Haddam,2010,married_w_kids,907,0.252
3_towns,East Haddam,2010,married_no_kids,1423,0.395
3_towns,East Haddam,2010,single_w_kids,231,0.064
3_towns,East Haddam,2010,other_households,303,0.084
3_towns,East Haddam,2018,total_households,3683,NA
3_towns,East Haddam,2018,living_alone,880,0.239
3_towns,East Haddam,2018,married_w_kids,828,0.225
3_towns,East Haddam,2018,married_no_kids,1493,0.405
3_towns,East Haddam,2018,single_w_kids,97,0.026
3_towns,East Haddam,2018,other_households,385,0.105
3_towns,East Hampton,2000,total_households,4126,NA
3_towns,East Hampton,2000,living_alone,847,0.205
3_towns,East Hampton,2000,married_w_kids,1243,0.301
3_towns,East Hampton,2000,married_no_kids,1261,0.306
3_towns,East Hampton,2000,single_w_kids,269,0.065
3_towns,East Hampton,2000,other_households,506,0.123
3_towns,East Hampton,2010,total_households,4506,NA
3_towns,East Hampton,2010,living_alone,882,0.196
3_towns,East Hampton,2010,married_w_kids,1228,0.273
3_towns,East Hampton,2010,married_no_kids,1605,0.356
3_towns,East Hampton,2010,single_w_kids,198,0.044
3_towns,East Hampton,2010,other_households,593,0.132
3_towns,East Hampton,2018,total_households,4975,NA
3_towns,East Hampton,2018,living_alone,1114,0.224
3_towns,East Hampton,2018,married_w_kids,1224,0.246
3_towns,East Hampton,2018,married_no_kids,1891,0.38
3_towns,East Hampton,2018,single_w_kids,125,0.025
3_towns,East Hampton,2018,other_households,621,0.125
3_towns,East Hartford,2000,total_households,20206,NA
3_towns,East Hartford,2000,living_alone,6104,0.302
3_towns,East Hartford,2000,married_w_kids,3278,0.162
3_towns,East Hartford,2000,married_no_kids,5111,0.253
3_towns,East Hartford,2000,single_w_kids,2629,0.13
3_towns,East Hartford,2000,other_households,3084,0.153
3_towns,East Hartford,2010,total_households,20201,NA
3_towns,East Hartford,2010,living_alone,5827,0.288
3_towns,East Hartford,2010,married_w_kids,3181,0.157
3_towns,East Hartford,2010,married_no_kids,4514,0.223
3_towns,East Hartford,2010,single_w_kids,2948,0.146
3_towns,East Hartford,2010,other_households,3731,0.185
3_towns,East Hartford,2018,total_households,19060,NA
3_towns,East Hartford,2018,living_alone,5528,0.29
3_towns,East Hartford,2018,married_w_kids,2869,0.151
3_towns,East Hartford,2018,married_no_kids,4251,0.223
3_towns,East Hartford,2018,single_w_kids,2463,0.129
3_towns,East Hartford,2018,other_households,3949,0.207
3_towns,East Haven,2000,total_households,11219,NA
3_towns,East Haven,2000,living_alone,3115,0.278
3_towns,East Haven,2000,married_w_kids,2381,0.212
3_towns,East Haven,2000,married_no_kids,3291,0.293
3_towns,East Haven,2000,single_w_kids,783,0.07
3_towns,East Haven,2000,other_households,1649,0.147
3_towns,East Haven,2010,total_households,11506,NA
3_towns,East Haven,2010,living_alone,3282,0.285
3_towns,East Haven,2010,married_w_kids,2103,0.183
3_towns,East Haven,2010,married_no_kids,3330,0.289
3_towns,East Haven,2010,single_w_kids,950,0.083
3_towns,East Haven,2010,other_households,1841,0.16
3_towns,East Haven,2018,total_households,11113,NA
3_towns,East Haven,2018,living_alone,3572,0.321
3_towns,East Haven,2018,married_w_kids,1496,0.135
3_towns,East Haven,2018,married_no_kids,3250,0.292
3_towns,East Haven,2018,single_w_kids,974,0.088
3_towns,East Haven,2018,other_households,1821,0.164
3_towns,East Lyme,2000,total_households,6308,NA
3_towns,East Lyme,2000,living_alone,1468,0.233
3_towns,East Lyme,2000,married_w_kids,1659,0.263
3_towns,East Lyme,2000,married_no_kids,2187,0.347
3_towns,East Lyme,2000,single_w_kids,431,0.068
3_towns,East Lyme,2000,other_households,563,0.089
3_towns,East Lyme,2010,total_households,7042,NA
3_towns,East Lyme,2010,living_alone,1705,0.242
3_towns,East Lyme,2010,married_w_kids,1618,0.23
3_towns,East Lyme,2010,married_no_kids,2562,0.364
3_towns,East Lyme,2010,single_w_kids,463,0.066
3_towns,East Lyme,2010,other_households,694,0.099
3_towns,East Lyme,2018,total_households,7287,NA
3_towns,East Lyme,2018,living_alone,1928,0.265
3_towns,East Lyme,2018,married_w_kids,1166,0.16
3_towns,East Lyme,2018,married_no_kids,2820,0.387
3_towns,East Lyme,2018,single_w_kids,469,0.064
3_towns,East Lyme,2018,other_households,904,0.124
3_towns,East Windsor,2000,total_households,4078,NA
3_towns,East Windsor,2000,living_alone,1224,0.3
3_towns,East Windsor,2000,married_w_kids,833,0.204
3_towns,East Windsor,2000,married_no_kids,1151,0.282
3_towns,East Windsor,2000,single_w_kids,287,0.07
3_towns,East Windsor,2000,other_households,583,0.143
3_towns,East Windsor,2010,total_households,4442,NA
3_towns,East Windsor,2010,living_alone,1237,0.278
3_towns,East Windsor,2010,married_w_kids,861,0.194
3_towns,East Windsor,2010,married_no_kids,1316,0.296
3_towns,East Windsor,2010,single_w_kids,380,0.086
3_towns,East Windsor,2010,other_households,648,0.146
3_towns,East Windsor,2018,total_households,4802,NA
3_towns,East Windsor,2018,living_alone,1578,0.329
3_towns,East Windsor,2018,married_w_kids,817,0.17
3_towns,East Windsor,2018,married_no_kids,1380,0.287
3_towns,East Windsor,2018,single_w_kids,372,0.077
3_towns,East Windsor,2018,other_households,655,0.136
3_towns,Eastford,2000,total_households,618,NA
3_towns,Eastford,2000,living_alone,135,0.218
3_towns,Eastford,2000,married_w_kids,177,0.286
3_towns,Eastford,2000,married_no_kids,213,0.345
3_towns,Eastford,2000,single_w_kids,36,0.058
3_towns,Eastford,2000,other_households,57,0.092
3_towns,Eastford,2010,total_households,640,NA
3_towns,Eastford,2010,living_alone,109,0.17
3_towns,Eastford,2010,married_w_kids,146,0.228
3_towns,Eastford,2010,married_no_kids,296,0.462
3_towns,Eastford,2010,single_w_kids,39,0.061
3_towns,Eastford,2010,other_households,50,0.078
3_towns,Eastford,2018,total_households,698,NA
3_towns,Eastford,2018,living_alone,153,0.219
3_towns,Eastford,2018,married_w_kids,115,0.165
3_towns,Eastford,2018,married_no_kids,328,0.47
3_towns,Eastford,2018,single_w_kids,22,0.032
3_towns,Eastford,2018,other_households,80,0.115
3_towns,Easton,2000,total_households,2465,NA
3_towns,Easton,2000,living_alone,306,0.124
3_towns,Easton,2000,married_w_kids,960,0.389
3_towns,Easton,2000,married_no_kids,908,0.368
3_towns,Easton,2000,single_w_kids,83,0.034
3_towns,Easton,2000,other_households,208,0.084
3_towns,Easton,2010,total_households,2438,NA
3_towns,Easton,2010,living_alone,318,0.13
3_towns,Easton,2010,married_w_kids,1020,0.418
3_towns,Easton,2010,married_no_kids,841,0.345
3_towns,Easton,2010,single_w_kids,78,0.032
3_towns,Easton,2010,other_households,181,0.074
3_towns,Easton,2018,total_households,2805,NA
3_towns,Easton,2018,living_alone,508,0.181
3_towns,Easton,2018,married_w_kids,856,0.305
3_towns,Easton,2018,married_no_kids,1122,0.4
3_towns,Easton,2018,single_w_kids,73,0.026
3_towns,Easton,2018,other_households,246,0.088
3_towns,Ellington,2000,total_households,5195,NA
3_towns,Ellington,2000,living_alone,1390,0.268
3_towns,Ellington,2000,married_w_kids,1411,0.272
3_towns,Ellington,2000,married_no_kids,1569,0.302
3_towns,Ellington,2000,single_w_kids,278,0.054
3_towns,Ellington,2000,other_households,547,0.105
3_towns,Ellington,2010,total_households,5959,NA
3_towns,Ellington,2010,living_alone,1370,0.23
3_towns,Ellington,2010,married_w_kids,1694,0.284
3_towns,Ellington,2010,married_no_kids,1942,0.326
3_towns,Ellington,2010,single_w_kids,433,0.073
3_towns,Ellington,2010,other_households,520,0.087
3_towns,Ellington,2018,total_households,7141,NA
3_towns,Ellington,2018,living_alone,2643,0.37
3_towns,Ellington,2018,married_w_kids,1602,0.224
3_towns,Ellington,2018,married_no_kids,1879,0.263
3_towns,Ellington,2018,single_w_kids,312,0.044
3_towns,Ellington,2018,other_households,705,0.099
3_towns,Enfield,2000,total_households,16418,NA
3_towns,Enfield,2000,living_alone,4105,0.25
3_towns,Enfield,2000,married_w_kids,3914,0.238
3_towns,Enfield,2000,married_no_kids,5229,0.318
3_towns,Enfield,2000,single_w_kids,1198,0.073
3_towns,Enfield,2000,other_households,1972,0.12
3_towns,Enfield,2010,total_households,16396,NA
3_towns,Enfield,2010,living_alone,4226,0.258
3_towns,Enfield,2010,married_w_kids,3458,0.211
3_towns,Enfield,2010,married_no_kids,4977,0.304
3_towns,Enfield,2010,single_w_kids,1339,0.082
3_towns,Enfield,2010,other_households,2396,0.146
3_towns,Enfield,2018,total_households,16472,NA
3_towns,Enfield,2018,living_alone,4619,0.28
3_towns,Enfield,2018,married_w_kids,2909,0.177
3_towns,Enfield,2018,married_no_kids,5041,0.306
3_towns,Enfield,2018,single_w_kids,1352,0.082
3_towns,Enfield,2018,other_households,2551,0.155
3_towns,Essex,2000,total_households,2811,NA
3_towns,Essex,2000,living_alone,894,0.318
3_towns,Essex,2000,married_w_kids,652,0.232
3_towns,Essex,2000,married_no_kids,912,0.324
3_towns,Essex,2000,single_w_kids,113,0.04
3_towns,Essex,2000,other_households,240,0.085
3_towns,Essex,2010,total_households,3003,NA
3_towns,Essex,2010,living_alone,760,0.253
3_towns,Essex,2010,married_w_kids,677,0.225
3_towns,Essex,2010,married_no_kids,1074,0.358
3_towns,Essex,2010,single_w_kids,108,0.036
3_towns,Essex,2010,other_households,384,0.128
3_towns,Essex,2018,total_households,3010,NA
3_towns,Essex,2018,living_alone,922,0.306
3_towns,Essex,2018,married_w_kids,367,0.122
3_towns,Essex,2018,married_no_kids,1192,0.396
3_towns,Essex,2018,single_w_kids,193,0.064
3_towns,Essex,2018,other_households,336,0.112
3_towns,Fairfield,2000,total_households,20397,NA
3_towns,Fairfield,2000,living_alone,4497,0.22
3_towns,Fairfield,2000,married_w_kids,6067,0.297
3_towns,Fairfield,2000,married_no_kids,6537,0.32
3_towns,Fairfield,2000,single_w_kids,856,0.042
3_towns,Fairfield,2000,other_households,2440,0.12
3_towns,Fairfield,2010,total_households,19220,NA
3_towns,Fairfield,2010,living_alone,4183,0.218
3_towns,Fairfield,2010,married_w_kids,6454,0.336
3_towns,Fairfield,2010,married_no_kids,5838,0.304
3_towns,Fairfield,2010,single_w_kids,979,0.051
3_towns,Fairfield,2010,other_households,1766,0.092
3_towns,Fairfield,2018,total_households,20595,NA
3_towns,Fairfield,2018,living_alone,4337,0.211
3_towns,Fairfield,2018,married_w_kids,6347,0.308
3_towns,Fairfield,2018,married_no_kids,6932,0.337
3_towns,Fairfield,2018,single_w_kids,862,0.042
3_towns,Fairfield,2018,other_households,2117,0.103
3_towns,Farmington,2000,total_households,9496,NA
3_towns,Farmington,2000,living_alone,2603,0.274
3_towns,Farmington,2000,married_w_kids,2592,0.273
3_towns,Farmington,2000,married_no_kids,2847,0.3
3_towns,Farmington,2000,single_w_kids,444,0.047
3_towns,Farmington,2000,other_households,1010,0.106
3_towns,Farmington,2010,total_households,10354,NA
3_towns,Farmington,2010,living_alone,3114,0.301
3_towns,Farmington,2010,married_w_kids,2592,0.25
3_towns,Farmington,2010,married_no_kids,3198,0.309
3_towns,Farmington,2010,single_w_kids,610,0.059
3_towns,Farmington,2010,other_households,840,0.081
3_towns,Farmington,2018,total_households,10455,NA
3_towns,Farmington,2018,living_alone,3291,0.315
3_towns,Farmington,2018,married_w_kids,2297,0.22
